row_id	label	notes	module	rung	member	status	control_flags	bullet	method_source_head
json-iterator/json-iterator#244#BytesJsonIterator.parseMultiByteString	present	The note names the escape-decode `buf[head++]` and the `head == tail` guard it backs away from. The body contains `bc = buf[head++]` at the loop head and again in the escape branch, the hex-decode sequence `JHex.decode(buf[head++])` four times, and multiple `if (head == tail)` guards. The cited line	json-iterator/json-iterator	1	BytesJsonIterator.parseMultiByteString	RESOLVED		- `BytesJsonIterator.parseMultiByteString:575` (escape-decode `buf[head++]` → `buf[head--]`): the cursor backs away from the `head == tail` guard and re-decodes earlier bytes; the spin races the eventual bounds fault, which is why this member often lands `KILLED` instead.	// BytesJsonIterator lines 601-741   private int parseMultiByteString(int j) {     boolean isExpectingLowSurrogate = false;     for (int bc; head < tail; ) {       bc = buf[head++];       if (bc == '"') {         return j;       } else if (bc == '\\') {         if (head == tail) {           break;  
json-iterator/json-iterator#248#CharsJsonIterator.parse	present	The note names the escape skip `++i` and the for loop's own `++i` that it cancels, on a backslash. The private `parse(final int from)` body has `for (int i = from; ; i++)` and, in the `c == '\\'` branch, `++numEscapes; ++i;` — both increments present on the backslash path.	json-iterator/json-iterator	1	CharsJsonIterator.parse	RESOLVED		- `CharsJsonIterator.parse:136` (escape skip `++i` → `--i`): cancels the for loop's own `++i`, pinning the cursor on the same backslash — a pure oscillation with no exit and no fault.	// CharsJsonIterator lines 123-139   private int parse(final int from) {     char c;     numEscapes = 0;     for (int i = from; ; i++) {       if (i >= tail) {         throw reportError("parse", "incomplete string");       }       c = peekChar(i);       if (c == '"') {         head = i + 1;         
json-iterator/json-iterator#251#CharsJsonIterator.skipPastEndQuote	present	The note names `buf[head++]` in this member and cross-references the same reversed-cursor family as parseMultiByteString. The body has `c = buf[head++]` in the while header and in the escape branch, plus four `JHex.decode(buf[head++])` reads, so the named construct is present and nothing shown contr	json-iterator/json-iterator	1	CharsJsonIterator.skipPastEndQuote	RESOLVED		- `CharsJsonIterator.skipPastEndQuote:156` (`buf[head++]` → `buf[head--]`): same reversed-cursor family as `parseMultiByteString:575`.	// CharsJsonIterator lines 144-194   @Override   void skipPastEndQuote() {     char c;     boolean isExpectingLowSurrogate = false;     while (head < tail) {       c = buf[head++];       if (c == '"') {         return;       } else if (c == '\\') {         if (head == tail) {           break;       
json-iterator/json-iterator#255#JIUtil.escapeQuotesChecked	present	Note names the do-while `++from` increment, the `indexOf('"', from)` re-scan and the `len` bound; method_source shows `from = str.indexOf('"', from)` inside a do-while terminated by `while (++from < len)`, with the backslash-escape counting the note assumes. Nothing shown contradicts it.	json-iterator/json-iterator	1	JIUtil.escapeQuotesChecked	RESOLVED		- `JIUtil.escapeQuotesChecked:170` (do-while `++from` → `--from`): after an odd, already-escaped quote the backward `from` makes `indexOf('"', from)` re-find the same quote every pass (a negative fromIndex clamps to 0), so the loop never reaches `len`.	// JIUtil lines 143-172   public static String escapeQuotesChecked(final String str) {     final int len = str.length();     int from = 0;     do {       from = str.indexOf('"', from);       if (from < 0) {         return str;       }       int i = from - 1;       if (i < 0) {         return escapeQ
json-iterator/json-iterator#259#FieldMatcher.of	present	Note names `names.length << 2` capacity sizing and a linear-probe insert loop that exits only on an empty slot or a duplicate name; method_source shows `Integer.highestOneBit(Math.max(names.length << 2, 4))`, the `capacity < names.length << 2` doubling, and the probe loop `for (int idx; (idx = table	json-iterator/json-iterator	1	FieldMatcher.of	RESOLVED		- `FieldMatcher.of:51` (`names.length << 2` → `>> 2`): collapses the table capacity below the entry count, and the linear-probe insert loop exits only on an empty slot or a duplicate name — a full table offers neither.	// FieldMatcher lines 44-69   public static FieldMatcher of(final String... fields) {     final byte[][] names = new byte[fields.length][];     for (int i = 0; i < fields.length; ++i) {       names[i] = fields[i].getBytes(StandardCharsets.UTF_8);     }     // Low load factor: expected lookups probe 
json-iterator/json-iterator#297#BaseJsonIterator.skipTrue	present	Every construct named for this member is in the body: the `'r'`/`'u'` (and `'e'`) `peekChar` checks, the `reportError("skipTrue", "expected true")` message, the `skipLiteral("rue", ...)` truncated-tail hand-off, and `peekChar` itself. `tque`/`trqe` are example corrupt inputs, not constructs, so thei	json-iterator/json-iterator	1	BaseJsonIterator.skipTrue	RESOLVED	identifier_missing:tque identifier_missing:trqe	- **Killed** (real gaps found by the expansion): the lenient-literal-skip directions in `BaseJsonIterator.skipTrue`/`skipLiteral` — leniency on the `'r'`/`'u'` checks silently *accepted* corrupt documents (`tque`, `trqe`), and the truncated-tail `skipLiteral` siblings threw at the wrong offset or through `peekChar`'s EOF funnel instead of `expected <literal>` at the first divergence. All killed by `TestSkip.test_skip_corrupted_literals_reject_at_exact_offset` (every corruption position × every literal × fast and truncated paths, exact message + offset, all sources); the previously accepted rows at those keys died with them and left the baseline.	// BaseJsonIterator lines 141-150   final void skipTrue() {     if (head + 3 <= tail) {       if (peekChar(head) != 'r' || peekChar(head + 1) != 'u' || peekChar(head + 2) != 'e') {         throw reportError("skipTrue", "expected true");       }       head += 3;     } else {       skipLiteral("rue", 
json-iterator/json-iterator#307#JHex.INIT_DIGITS	absent	The note names `JHex$INIT_DIGITS` as a static-initializer table member, but the code shown states it is not declared in JHex at HEAD nor at e916ec4; the member listing shows only INVALID, DIGITS, the private ctor and decode(int). It appears only as a usage in `DIGITS = INIT_DIGITS.initDigits()`, not	json-iterator/json-iterator	1	JHex.INIT_DIGITS	MISSING_MEMBER	member_missing	- **Accepted**: the `matchPattern` over-detection siblings (see the multibyte-scan family note above) and the `DoubleParser` / `JHex$INIT_DIGITS` sibling occurrences, whose family arguments (slow-path routing to the `Double.parseDouble` oracle with the dangerous directions observably killed; static-initializer tables built before mutants activate) are line-level and cover every operand direction at their coordinates. The baselines now carry one row per sibling mutant.	// `INIT_DIGITS` is not declared in JHex at HEAD (not declared at HEAD nor at e916ec4). Members declared now: //   private static final int INVALID = -1 //   private static final int[] DIGITS = INIT_DIGITS.initDigits() //   private static final private JHex() //   static int decode(final int b) 
json-iterator/json-iterator#62#DoubleParser.parse	present	The note's construct for this member is the scan's routing to `slow()`; method_source shows seven `return slow(buf, offset, len, asFloat)` exits (non-digit lead, bare `e`, bad exponent, trailing content, digit overflow) plus the fast `computeDouble`/`computeFloat` tail. The `Double.parseDouble` dele	json-iterator/json-iterator	1	DoubleParser.parse	RESOLVED		- `DoubleParser.parse` scan mutants that route more inputs to `slow()`, which delegates to `Double.parseDouble` — a bit-exact oracle by construction. Empirically confirmed over a ~1M-value deterministic corpus.	// DoubleParser lines 83-85   static double parse(final char[] buf, final int offset, final int len) {     return parse(buf, offset, len, false);   }  // DoubleParser lines 94-173   private static double parse(final char[] buf, final int offset, final int len, final boolean asFloat) {     final int 
json-iterator/json-iterator#65#BytesJsonIterator.parse	present	The clause naming this member — SWAR word-loop vs `parseTail` selection — is fully present: the `Long.BYTES` word loop over `TO_LONG.get`, `containsMultiByteOrEscapePattern` break, `matchQuotePattern` fast return, and the fall-through `parseTail(j)`. Other identifiers in the family paragraph (readIn	json-iterator/json-iterator	1	BytesJsonIterator.parse	RESOLVED	identifier_missing:readInt identifier_missing:readLong identifier_missing:parseFieldName identifier_missing:handleEscapes	- `readInt`/`readLong` fast-vs-slow path selection and re-routing of already-terminated digit runs; `BytesJsonIterator.parse` SWAR-word-loop vs `parseTail` selection; `CharsJsonIterator.parse`/`parseFieldName` forcing `handleEscapes` on escape-free content (content-identical copy); `FieldMatcher.match` ascii-check boundary forcing the UTF-8 ground-truth path; `JIUtil.escapeQuotes*` prefix-fast-forward skips (the generic scan re-finds the same first special char).	// BytesJsonIterator lines 200-225   @Override   final int parse() {     // Scan word-at-a-time for the closing quote, then widen the whole ascii     // run into charBuf with a branch-free copy the JIT can vectorize. Escapes     // and multibyte characters hand off to the byte-accurate parser after 
json-iterator/json-iterator#65#CharsJsonIterator.parse	absent	The note says `CharsJsonIterator.parse`/`parseFieldName` force `handleEscapes` on escape-free content, but the fully shown `parse()`/`parse(int from)` bodies contain no `handleEscapes` call and no escape-copy path at all — they only count `numEscapes` and return a length; `parseFieldName` does not a	json-iterator/json-iterator	1	CharsJsonIterator.parse	RESOLVED	identifier_missing:readInt identifier_missing:readLong identifier_missing:parseFieldName identifier_missing:handleEscapes	- `readInt`/`readLong` fast-vs-slow path selection and re-routing of already-terminated digit runs; `BytesJsonIterator.parse` SWAR-word-loop vs `parseTail` selection; `CharsJsonIterator.parse`/`parseFieldName` forcing `handleEscapes` on escape-free content (content-identical copy); `FieldMatcher.match` ascii-check boundary forcing the UTF-8 ground-truth path; `JIUtil.escapeQuotes*` prefix-fast-forward skips (the generic scan re-finds the same first special char).	// CharsJsonIterator lines 116-119   @Override   int parse() {     return parse(head);   }  // CharsJsonIterator lines 123-139   private int parse(final int from) {     char c;     numEscapes = 0;     for (int i = from; ; i++) {       if (i >= tail) {         throw reportError("parse", "incomplete s
json-iterator/json-iterator#65#FieldMatcher.match	present	The clause naming this member — an ascii-check boundary that forces the UTF-8 ground-truth path — is present in the char[] overload: the `acc |= buf[i]` accumulation with `if (acc > 0x7F)` re-encoding to UTF-8 and delegating to `match(utf8, 0, utf8.length)`, the byte[] probe path being the ground tr	json-iterator/json-iterator	1	FieldMatcher.match	RESOLVED	identifier_missing:readInt identifier_missing:readLong identifier_missing:parseFieldName identifier_missing:handleEscapes	- `readInt`/`readLong` fast-vs-slow path selection and re-routing of already-terminated digit runs; `BytesJsonIterator.parse` SWAR-word-loop vs `parseTail` selection; `CharsJsonIterator.parse`/`parseFieldName` forcing `handleEscapes` on escape-free content (content-identical copy); `FieldMatcher.match` ascii-check boundary forcing the UTF-8 ground-truth path; `JIUtil.escapeQuotes*` prefix-fast-forward skips (the generic scan re-finds the same first special char).	// FieldMatcher lines 154-164   public int match(final byte[] buf, final int offset, final int len) {     final int mask = table.length - 1;     int slot = slot(hash(buf, offset, len), mask);     for (int idx; (idx = table[slot]) >= 0; slot = (slot + 1) & mask) {       final byte[] name = names[idx]
json-iterator/json-iterator#65#JIUtil.escapeQuotes*	present	The clause naming this member family — prefix fast-forward skips handed to a generic scan that re-finds the first special char — matches the code shown: `escapeQuotesChecked` locates the first unescaped quote and calls `escapeQuotes(str, from)`, while `escapeQuotes(str)` passes `-1`; the fast-forwar	json-iterator/json-iterator	1	JIUtil.escapeQuotes*	RESOLVED	identifier_missing:readInt identifier_missing:readLong identifier_missing:parseFieldName identifier_missing:handleEscapes	- `readInt`/`readLong` fast-vs-slow path selection and re-routing of already-terminated digit runs; `BytesJsonIterator.parse` SWAR-word-loop vs `parseTail` selection; `CharsJsonIterator.parse`/`parseFieldName` forcing `handleEscapes` on escape-free content (content-identical copy); `FieldMatcher.match` ascii-check boundary forcing the UTF-8 ground-truth path; `JIUtil.escapeQuotes*` prefix-fast-forward skips (the generic scan re-finds the same first special char).	// JIUtil lines 143-172   public static String escapeQuotesChecked(final String str) {     final int len = str.length();     int from = 0;     do {       from = str.indexOf('"', from);       if (from < 0) {         return str;       }       int i = from - 1;       if (i < 0) {         return escapeQ
ravina/ravina-core#100#CapacityStateVal.hasCapacity	present	The note names the boolean return of `hasCapacity` at line 192 as the mutation point; the body at 188-193 returns `hasCapacity(callWeight, minCapacity)`, and the sibling overload's capacity comparison is shown. `BooleanTrueReturnVals` is a PIT mutator name, not a code construct, and the drain-until-	ravina/ravina-core	1	CapacityStateVal.hasCapacity	RESOLVED	identifier_missing:BooleanTrueReturnVals	- `CapacityStateVal.hasCapacity:192` `BooleanTrueReturnVals` — capacity forever reported available: every drain-until-refused loop (the courteous wait paths and the tests that drive them) loses its only exit.	// CapacityStateVal lines 188-193   @Override   public boolean hasCapacity(final CallContext callContext) {     final int callWeight = callContext.callWeight();     final int minCapacity = getMinCapacity(callContext);     return hasCapacity(callWeight, minCapacity);   }  // CapacityStateVal lines 17
ravina/ravina-core#105#ExceptionUtil.containsIOException	present	The note names `throwable.getCause()` as the cause-chain walk that NAKED_RECEIVER turns infinite; the body shows `while ((throwable = throwable.getCause()) != null)` around the IOException/UncheckedIOException test. The `containsException`/`getException` siblings are other members not claimed of thi	ravina/ravina-core	1	ExceptionUtil.containsIOException	RESOLVED		- `ExceptionUtil.containsIOException:16` / `containsException:28` / `getException:40` `NakedReceiverMutator` — `throwable.getCause()` becomes `throwable`, turning each cause-chain walk infinite (the NAKED_RECEIVER trial table below).	// ExceptionUtil lines 8-18   public static boolean containsIOException(Throwable throwable) {     if (throwable == null) {       return false;     }     do {       if (throwable instanceof IOException || throwable instanceof UncheckedIOException) {         return true;       }     } while ((throwab
ravina/ravina-core#112#LoadBalancerConfig$Parser.parseProperties	present	Both named constructs are in the body: the indexed `endpoints.N.` scan `for (int i = 0; ; i++)` with `final var itemPrefix = endpointsPrefix + i + "."`, and its only exit — `if (properties.stringPropertyNames().stream().noneMatch(k -> k.startsWith(itemPrefix))) break;` — which is the same line the l	ravina/ravina-core	1	LoadBalancerConfig$Parser.parseProperties	RESOLVED	identifier_missing:BooleanTrueReturnVals	- `LoadBalancerConfig$Parser.parseProperties:116` `EQUAL_ELSE` — deletes the no-more-endpoints break of the indexed `endpoints.N.` scan; and `lambda$parseProperties$3:116` `BooleanTrueReturnVals` — forces the prefix-match predicate true so `noneMatch` can never end that same scan. The endpoint index walks forever either way.	// LoadBalancerConfig$Parser lines 100-123     private void parseProperties(final String prefix, final Properties properties) {       final var p = propertyPrefix(prefix);       final var defaultCapacityPrefix = p + "defaultCapacity.";       if (properties.stringPropertyNames().stream().anyMatch(k -
ravina/ravina-core#119#ArrayLoadBalancer.peek	present	The note names the `i != to` exit of the ring-walk do/while; the body sets `final int to = i` after the wrap-adjusted start and terminates with `} while (i != to);`, falling through to `return items[minErrorIndex]`.	ravina/ravina-core	1	ArrayLoadBalancer.peek	RESOLVED		- `ArrayLoadBalancer.peek:80` `EQUAL_ELSE` — deletes the `i != to` exit of the ring-walk do/while.	// ArrayLoadBalancer lines 51-82   @Override   public BalancedItem<T> peek() {     int i = this.i + 1;     if (i == items.length) {       i = 0;     }     final int to = i;      long minError = Long.MAX_VALUE;     int minErrorIndex = i;      BalancedItem<T> item;     long errorCount;     do {       
ravina/ravina-core#121#SortedLoadBalancer.nextNoSkip	present	The note names the `item != null` return that lets the scan loop yield; the body ends its infinite `for (BalancedItem<T> item; ; )` with `if (item != null) { return item; }`, the loop's only exit.	ravina/ravina-core	1	SortedLoadBalancer.nextNoSkip	RESOLVED		- `SortedLoadBalancer.nextNoSkip:110` `EQUAL_ELSE` — deletes the `item != null` return, so the scan loop never yields.	// SortedLoadBalancer lines 97-114   @Override   public BalancedItem<T> nextNoSkip() {     for (BalancedItem<T> item; ; ) {       final int i = this.i.incrementAndGet();       if (i >= noSkip.length) {         if (casWrap(i)) {           item = noSkip[0];         } else {           continue;        
ravina/ravina-core#344#CourteousBalancedCall.call	present	Both failover guards the note names are in the shown body: `previous != this.next && ...hasCapacity(callContext)` and `previous != item && item.capacityState().hasCapacity(callContext)`, each with the `hasCapacity` operand described as the EQUAL_IF sibling, inside the labeled TRY_NEXT failover loop;	ravina/ravina-core	1	CourteousBalancedCall.call	RESOLVED	identifier_missing:aFailedClaimIsFinalUnlessTheFailoverItemIsADifferentOne identifier_missing:RacingCapacityState identifier_missing:CapacityState	- **Failover guards** (`calls`) — `CourteousBalancedCall.call` lines 35/39 `previous != …`: killed by `aFailedClaimIsFinalUnlessTheFailoverItemIsADifferentOne`, whose `RacingCapacityState` scripts the `tryClaimRequest`/`hasCapacity` disagreement only a competing thread's release can produce — legitimate under the `CapacityState` interface contract, so no production seam was needed. Each of those lines also carries an `EQUAL_IF` *sibling* (the `hasCapacity` operand) that unbounds the failover loop when forced true: it is hang-detected (`TIMED_OUT`), stays out of the baseline per the timeout doctrine above, and if it ever flips to `SURVIVED` under load, union it with this paragraph as the reason — the fibonacci line-71 precedent.	// CourteousBalancedCall lines 22-69   @Override   public CompletableFuture<R> call() {     this.next = loadBalancer.withContext();     final long maxTry = callContext.maxTryClaim();     TRY_NEXT:     for (long i = 0; ; ) {       if (this.next.capacityState().tryClaimRequest(callContext)) {         
ravina/ravina-core#356#CapacityStateVal.tryClaimRequest	cannot	The verifiable parts are present (`tryUpdateCapacity` call, `claimCapacity(callWeight)` seam, the put-claim-back `accumulateAndGet(callWeight, PUT_CLAIM_BACK)` line, the `Integer.MIN_VALUE` pacing sentinel), but the note equally names the `casUpdatedAt` seam and the timestamp CAS, which would live i	ravina/ravina-core	1	CapacityStateVal.tryClaimRequest	RESOLVED	identifier_missing:casUpdatedAt identifier_missing:WedgedClaimState identifier_missing:aClaimThatLosesTheRaceIsPutBack identifier_missing:aPacingGatedClaimReturnsFalseWithoutClaiming identifier_missing:LosingTimestampState identifier_missing:aTimestampCasThatLosesMustNotReplenish	- **CAS losers** (`capacity`) — `CapacityStateVal.tryClaimRequest` / `.tryUpdateCapacity`: killed via the package-private seams `claimCapacity` / `casUpdatedAt` (the class is deliberately non-final); `WedgedClaimState` wedges a competing claim or release immediately before the claim CAS (`aClaimThatLosesTheRaceIsPutBack` reaches the once-`NO_COVERAGE` put-claim-back line, `aPacingGatedClaimReturnsFalseWithoutClaiming` pins the `Integer.MIN_VALUE` pacing sentinel), and `LosingTimestampState` lands a competing refresh so the real timestamp CAS genuinely fails (`aTimestampCasThatLosesMustNotReplenish`).	// CapacityStateVal lines 133-148   @Override   public boolean tryClaimRequest(final int callWeight, final int minCapacity) {     final int excessCapacity = capacity.get() - callWeight;     if (excessCapacity < minCapacity) {       final int capacity = tryUpdateCapacity();       if (capacity == Inte
ravina/ravina-core#37#ExponentialBackoffErrorHandler.<init>	present	Line 14 of the shown constructor (lines 9-18) is the loop condition `delay > 0 && delay < maxRetryDelay`, exactly the boundary comparison a ConditionalsBoundaryMutator targets, so the construct the note anchors to exists. `qualityGate` and `pitestBackoff` are build/suite names, not code constructs o	ravina/ravina-core	1	ExponentialBackoffErrorHandler.<init>	RESOLVED	identifier_missing:qualityGate identifier_missing:pitestBackoff	- But the *same suite run alongside the others* (as `qualityGate` does) gives a different answer. `ExponentialBackoffErrorHandler.<init>` line 14 `ConditionalsBoundaryMutator` reports `SURVIVED` when `pitestBackoff` runs alone and `TIMED_OUT` when it runs in a multi-suite invocation.	// ExponentialBackoffErrorHandler lines 9-18   ExponentialBackoffErrorHandler(final TimeUnit timeUnit,                                  final long initialRetryDelay,                                  final long maxRetryDelay) {     super(timeUnit, initialRetryDelay, maxRetryDelay);     long errorCoun
ravina/ravina-core#64#Backoff.fibonacci	present	The start-loop wrap guard the note names is present: inside the first `for (; ; )` start loop, `if (current < 0) { ... startPrevious = previous; startCurrent = current; break; }` with the comment explaining the F(92) overflow wrap. Removing that else/exit would leave the start loop without its overf	ravina/ravina-core	1	Backoff.fibonacci	RESOLVED		- `Backoff.fibonacci:71` `ORDER_ELSE` — deletes the start-loop wrap guard and reintroduces the constructor hang (the overflow-guard-sweep paragraph below); a hang is only observable as a timeout.	// Backoff lines 46-112   static Backoff fibonacci(final TimeUnit timeUnit,                            final long initialRetryDelay,                            final long maxRetryDelay) {     validateDelays(initialRetryDelay, maxRetryDelay);     long mark;     long previous = 1;     long current = 1
ravina/ravina-core#67#ExponentialBackoffErrorHandler.<init>	present	Cited line 14 is inside the shown body and holds `for (long delay = initialRetryDelay << 1; delay > 0 && delay < maxRetryDelay; delay <<= 1)` — both an if/ORDER-style conditional exit and a boundary comparison, the two mutator targets named. Nothing in the code contradicts the note; the rest of the 	ravina/ravina-core	1	ExponentialBackoffErrorHandler.<init>	RESOLVED		- `ExponentialBackoffErrorHandler.<init>:14` `ORDER_IF` and `ConditionalsBoundaryMutator` — the measured load flips this file's timeout-mode note opens with: `SURVIVED` solo, `TIMED_OUT` alongside other suites. Baselined `# saturation-sweep`; membership audits the detected mode.	// ExponentialBackoffErrorHandler lines 9-18   ExponentialBackoffErrorHandler(final TimeUnit timeUnit,                                  final long initialRetryDelay,                                  final long maxRetryDelay) {     super(timeUnit, initialRetryDelay, maxRetryDelay);     long errorCoun
ravina/ravina-core#76#ComposedCall.get	present	Both constructs are in the shown body: `final long sleep = backoff.delay(++errorCount, MILLISECONDS);` (the `++errorCount` retries cursor the MathMutator targets) and the immediately following throw-when-exhausted exit `if (sleep < 0 || errorCount > callContext.maxRetries()) { throw throwException(e	ravina/ravina-core	1	ComposedCall.get	RESOLVED		- `ComposedCall.get:54` `MathMutator` — `++errorCount` no longer advances the retries-exhausted cursor; `:55` `ORDER_ELSE` — deletes the throw-when-exhausted exit. Both retry forever.	// ComposedCall lines 44-71   @Override   public T get() {     try {       var callFuture = call();       for (long errorCount = 0; ; ) {         try {           return callFuture == null ? null : callFuture.get();         } catch (final ExecutionException e) {           final var cause = e.getCause
ravina/ravina-core#79#CourteousBalancedCall.call	present	The two forced-true `hasCapacity` operands are present at the two failover conditionals — `previous != this.next && this.next.capacityState().hasCapacity(callContext)` (continue) and `previous != item && item.capacityState().hasCapacity(callContext)` (continue TRY_NEXT) — and both sit inside the lab	ravina/ravina-core	1	CourteousBalancedCall.call	RESOLVED		- `CourteousBalancedCall.call:35/39` `EQUAL_IF` — the forced-true `hasCapacity` operands that unbound the failover loop (the failover-guards paragraph below).	// CourteousBalancedCall lines 22-69   @Override   public CompletableFuture<R> call() {     this.next = loadBalancer.withContext();     final long maxTry = callContext.maxTryClaim();     TRY_NEXT:     for (long i = 0; ; ) {       if (this.next.capacityState().tryClaimRequest(callContext)) {         
ravina/ravina-core#82#CourteousBalancedCall.call	present	The shown body contains `if (++i >= maxTry) { break; }` with `final long maxTry = callContext.maxTryClaim();` above it — the try-budget cursor and the only break out of the `for (long i = 0; ; )` wait loop, exactly the increment and exit the note describes. Cited line 45 falls inside the body; the d	ravina/ravina-core	1	CourteousBalancedCall.call	RESOLVED		- `CourteousBalancedCall.call:45` `IncrementsMutator` — `++i` → `--i` walks the try-budget cursor away from `maxTry`, so the `i >= maxTry` break never fires and the wait loop loses its only exit on the never-claimable path. Detection mode depends on which covering test PIT runs first: a scenario whose capacity replenishes kills it by assertion, the exhaustion path only by timeout (`KILLED` at the 2026-07-27 seed, `TIMED_OUT` solo on 2026-07-29) — detected either way, so membership audits the timeout mode.	// CourteousBalancedCall lines 22-69   @Override   public CompletableFuture<R> call() {     this.next = loadBalancer.withContext();     final long maxTry = callContext.maxTryClaim();     TRY_NEXT:     for (long i = 0; ; ) {       if (this.next.capacityState().tryClaimRequest(callContext)) {         
ravina/ravina-core#89#CourteousBalancedCall.call	present	Both targets exist: `if (delayMillis <= 0)` (the boundary comparison that becomes `< 0`) and its claim-now branch `this.next.capacityState().claimRequest(callContext); return call.apply(this.next.item());` with the `else` wait branch that calls `clock.sleep(delayMillis)`. Deleting the claim-now bran	ravina/ravina-core	1	CourteousBalancedCall.call	RESOLVED		- `CourteousBalancedCall.call:49` `ConditionalsBoundaryMutator` — `<= 0` → `< 0`, so a zero wait re-enters the wait branch with a zero delay forever; `ORDER_ELSE` — deletes the claim-now branch, waiting on every iteration of an effectively unbounded try budget.	// CourteousBalancedCall lines 22-69   @Override   public CompletableFuture<R> call() {     this.next = loadBalancer.withContext();     final long maxTry = callContext.maxTryClaim();     TRY_NEXT:     for (long i = 0; ; ) {       if (this.next.capacityState().tryClaimRequest(callContext)) {         
ravina/ravina-core#93#CourteousCall.call	present	Line 25 of the shown body is the try-claim loop header `for (long i = 0; i < callContext.maxTryClaim(); ++i)` (the loop exit the ORDER_IF targets) and line 30 is `if (delayMillis <= 0)` with its claim-now branch and `else` sleep branch — the same shapes as the balanced variant, as the note claims. B	ravina/ravina-core	1	CourteousCall.call	RESOLVED		- `CourteousCall.call:25` `ORDER_IF` (the try-claim for-loop exit) and `:30` `ConditionalsBoundaryMutator` / `ORDER_ELSE` — the same shapes as the balanced variant, one class earlier.	// CourteousCall lines 23-48   @Override   public CompletableFuture<R> call() {     for (long i = 0; i < callContext.maxTryClaim(); ++i) {       if (capacityState.tryClaimRequest(callContext)) {         return call.get();       } else {         final long delayMillis = capacityState.durationUntil(ca
ravina/ravina-core#96#UncheckedBalancedCall.get	present	The throw-when-exhausted exit is present in the balanced retry loop: `if (sleep < 0 || errorCount > callContext.maxRetries()) { throw throwException(e); }` inside `for (long errorCount = 0, retry = 0; ; )`, and counting from the header line 45 that guard lands on line 72 as cited. It is the loop's o	ravina/ravina-core	1	UncheckedBalancedCall.get	RESOLVED		- `UncheckedBalancedCall.get:72` `ORDER_ELSE` — deletes the throw-when-exhausted exit of the balanced retry loop.	// UncheckedBalancedCall lines 45-100   @Override   public final R get() {     try {       var callFuture = call();       if (callFuture == null) {         return null;       }       final boolean measureCallTime = callContext.measureCallTime();       long start = measureCallTime ? clock.nanoTime() 
http-servers/http-servers-hello#20#HelloServer.start	present	The `includePath` guard is present as `if (handlerWiring.includePath(HelloHandlerGroup.HELLO, HELLO_PATH))`, and the wiring above it — `wireNonExcludedHandlers(Map.of(HelloHandlerGroup.HELLO, Set.of(EXCLUDE_PATH)))` — excludes only EXCLUDE_PATH, so the note's claim that the guard is always true for 	http-servers/http-servers-hello	0	HelloServer.start	RESOLVED		- `HelloServer.start` 31 (`EQUAL_IF` on the `includePath` guard): the demo's wiring excludes only `/exclude`, so the guard is always true for `/hello` — it exists to demonstrate the API, not to branch.	// HelloServer lines 18-39   public static HttpServer start(final String factoryName, final String host, final int port) throws Exception {     final var factory = ServiceLoader.load(HttpServerBuilderFactory.class)         .stream()         .filter(provider -> provider.type().getSimpleName().equals(
http-servers/http-servers-hello#23#HelloServer.start	present	The excluded-path registration the note names is present as the void call `handlerWiring.queryNonBlockingGet(HelloHandlerGroup.HELLO, EXCLUDE_PATH, helloHandler);` at cited line 34, registered through the wiring whose exclusion set contains EXCLUDE_PATH, so the note's no-op claim is consistent. The 	http-servers/http-servers-hello	0	HelloServer.start	RESOLVED	identifier_missing:VoidMethodCall identifier_missing:helloServesAndExcludedPathDoesNot	- `HelloServer.start` 34 (`VoidMethodCall` on the excluded-path registration): the call's entire purpose is to be filtered into a no-op by the wiring exclusion — removing it produces the same nothing, which is exactly what `helloServesAndExcludedPathDoesNot` pins via the 404.	// HelloServer lines 18-39   public static HttpServer start(final String factoryName, final String host, final int port) throws Exception {     final var factory = ServiceLoader.load(HttpServerBuilderFactory.class)         .stream()         .filter(provider -> provider.type().getSimpleName().equals(
incident-client/incident-core#43#IncidentAlertBuilder.create	cannot	The method_source is truncated mid-statement (`return new IncidentAlertReco`) and shows only the two requireNonNull checks; the constructs the note relies on — the `size() > 1` single-vs-multi routing branch, the `Map.copyOf` unmodifiable-map construction, and the separate `customDetail` member — ar	incident-client/incident-core	0	IncidentAlertBuilder.create	RESOLVED		- `# copy-on-write` (api: `IncidentAlertBuilder.create:56` ×3, `customDetail:103`) — single-vs-multi entry routing in the copy-on-write builder map: both branches produce an unmodifiable map with identical content. The insertion-order contract the `size() > 1` branch preserves is only violated by `Map.copyOf`'s salted iteration order, which varies per JVM launch — a test asserting order would kill the mutant only probabilistically, and a flaky kill is worse than recorded debt. Escape hatch: a deterministic-order `Map.copyOf` (or a JDK flag pinning the salt) would make the order assertable.	// IncidentAlertRecord$IncidentAlertBuilder lines 44-60     @Override     public IncidentAlert create() {       Objects.requireNonNull(summary, "'summary' is a required alert field.");       Objects.requireNonNull(severity, "'severity' is a required alert field.");       return new IncidentAlertReco
