row_id	label	notes	repo	member	comment	member_source
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.connectionFor(WebSocket)	consistent	"a callback resolves its Connection once, by socket identity" matches `return conn != null && conn.socket == webSocket ? conn : null;`, and the field-idiom claims match the shown declarations (plain `inFlightSends`/`cancelledRequests` HashMaps, `volatile long lastPeerContact`, `AtomicReference<PingP	sava	SolanaJsonRpcWebsocket.connectionFor(WebSocket)	One connection, whole: its socket, its parse state, and every registry that dies with it.  This is the concurrency model. The JDK serializes listener callbacks per socket, not per listener, so callbacks from two socket generations can genuinely overlap — and any connection-scoped state kept on the instance had to be defended at every touch point, which four review rounds proved is a losing game. Here a callback resolves its Connection once, by socket identity, and then cannot reach a successor's state at all: a stale callback mutates its own dead connection, which nothing reads. Only the durable registries — the channel maps that express what the caller wants subscribed — stay on the instance, and commits into them re-check `conn == this.connection` under the lock.  Field idioms inside a Connection follow the same access rules as the instance's: lock-guarded plain fields for state every mutator locks (`outboundTail`, `inFlightSends`, `cancelledRequests`), volatile for the stamps this connection's own listener thread writes unlocked, atomics where completion threads stamp or CAS off-lock, concurrent maps where dispatch reads race locked mutation, and skip-lists where sorted iteration is the specified wire order.	  private static final class Connection {      final WebSocket socket;      // reassembly and parse state; only this connection's listener thread touches it     char[] buffer = new char[4_096];     int offset;     final JsonIterator ji = JsonIterator.parse(new byte[0]);      // requests and registrations that die with this connection. pendingUnSubscriptions holds     // queued cancellations (method + earliest re-send time); the frame is minted at send time     // so its request id can be registered for acknowledgement correlation. inFlightSends maps     // msgId -> pacing time the send was queued, restarted at transmission, which is what the     // unanswered-request deadline measures.     final Map<Long, Subscription<?>> pendingSubscriptions = new ConcurrentSkipListMap<>();     final Map<BigInteger, QueuedUnsub> pendingUnSubscriptions = new ConcurrentSkipListMap<>();     final Map<BigInteger, Subscription<?>> subscriptionsBySubId = new ConcurrentSkipListMap<>();     final Map<Long, Long> inFlightSends = new HashMap<>();     final Map<Long, CancelledRequest> cancelledRequests = new HashMap<>();     /// Wire order, assigned at chain admission under the lock — the chain is FIFO, so admission     /// order IS transmission order. JSON-RPC request ids are stable across retries and so     /// cannot carry wire order: a retried frame is a NEW position on the wire under an old id.     long nextWireSeq;     /// msgId -> the wire ordinal of that request's LATEST transmission attempt. Consulted by     /// every same-id adjudication. Retained while a transmitted attempt can still grant, or     /// while its confirmed grant remains mapped; a concluded ungranted attempt is removed,     /// and a retry installs a fresh ordinal.     final Map<Long, Long> attemptSeqs = new HashMap<>();     final Map<Long, UnsubRequest> pendingUnsubAcks = new HashMap<>();     /// id -> the wire ordinal of a cancellation the server acknowledged true while requests     /// transmitted ahead of it were still unanswered. A later grant of the id compares its own     /// attempt ordinal: below the kill it arrives already dead and is replayed — every     /// coalesced grant below it, not only the first — and at or above it the grant is fresh,     /// which also retires the entry. Lock-guarded; a sweep drops entries once nothing pending     /// could still resolve to them.     final Map<BigInteger, Long> killedSubIds = new HashMap<>();     /// One wire cancellation per subscription id at a time. Without the gate, every repeated     /// unknown-id notification minted another un-subscription frame and acknowledgement entry —     /// 1:1 write amplification a peer could drive, with a map that only ever grew.     final Set<BigInteger> inFlightUnsubs = ConcurrentHashMap.newKeySet();     /// Released with the cancellation, kill, or rejection that implied each retirement.     /// Accepted residue: a replayed casualty cancelled before its re-send leaves its     /// predecessor's retired id unassociated — the replay nulled the subId — retained until     /// reconnect, ONE ID PER OCCURRENCE: repeating the coalescing sequence accumulates.     /// Retention, not correlation corruption.     final Set<BigInteger> retiredSubIds = ConcurrentHashMap.newKeySet();     /// Accepted, recorded risk: a peer replaying DISTINCT unknown ids allocates one     /// acknowledgement record, gate entry, and outbound frame per id. The unanswered-request     /// deadline replaces the connection before this grows far under normal timings — a     /// TEMPORAL bound, not a cardinality cap, and a maximal resend delay disables even that.     /// The unanswered-request escalation fires at most once per connection. Volatile: set     /// under [#lock], but read by send and ping completion threads deciding whether a failure     /// is teardown noise — a plain read could legally miss the write and report it.     volatile ConnectionLifecycle lifecycle = ConnectionLifecycle.ACTIVE;      // The outbound chain and pacing clocks are connection-scoped, so a displaced connection's     // late completions mutate only their own dead state.     CompletableFuture<WebSocket> outboundTail = CompletableFuture.completedFuture(null);     /// The one Ping whose send or answer is outstanding. The reference is atomic because peer     /// contact and send completion arrive without the lifecycle lock while the maintenance pass     /// decides under it whether a deadline won.     final AtomicReference<PingProbe> pingProbe = new AtomicReference<>();     /// Set by the Ping completion thread in the same lifecycle-lock transition which reserves     /// the one maintenance claim. User callbacks are delivered only after that pass releases     /// the lock.     volatile Throwable pingFailure;     final AtomicLong lastOutboundFrame = new AtomicLong(0);     volatile long lastPeerContact;     volatile long lastMessageReceived;      Connection(final WebSocket socket) {       this.socket = socket;     }   }    private enum ConnectionLifecycle {     ACTIVE,     PING_FAILED,     ESCALATED   }    /// A Ping has two finite obligations: its send future must settle and a successful probe must   /// receive peer contact. JDK completion means only that the frame was sent, not that a Pong   /// arrived. `answered` preserves contact which races the send completion, while the pending   /// operation keeps its independent send deadline.   private static final class PingProbe {      private static final long PENDING = Subscription.NEVER;     private static final long TIMED_OUT = Subscription.NEVER + 1;      final long admittedAt;     final AtomicLong sentAt = new AtomicLong(PENDING);     volatile boolean answered;      private PingProbe(final long admittedAt) {       this.admittedAt = admittedAt;     }   }    /// Opaque token for the exact observation-to-CAS interval of an overdue Ping. Package-private   /// only so same-package tests can place one competing transition between preparation and claim;   /// its connection and probe remain implementation details.   static final class PingDeadlineTransition {      private final Connection conn;     private final PingProbe probe;     private final boolean sendPending;     private final long startedAt;     private final long now;      private PingDeadlineTransition(final Connection conn,                                    final PingProbe probe,                                    final boolean sendPending,                                    final long startedAt,                                    final long now) {       this.conn = conn;       this.probe = probe;       this.sendPending = sendPending;       this.startedAt = startedAt;       this.now = now;     }   }    /// An un-subscription on the wire, awaiting the server's boolean acknowledgement.   /// `wireSeq` is this frame's transmission ordinal — the wire-order fact that decides, when a   /// `true` acknowledgement arrives, whether a same-id grant was cancelled by this request   /// (its attempt ordinal is below) or postdates it. JSON-RPC correlates responses by id but   /// promises nothing about their order across requests, so arrival order must never be the   /// evidence — and request ids are stable across retries, so they cannot be either.   /// `fingerprint` is the cancelled request's, when known: what a transiently rejected   /// cancellation compares against a live same-id owner before declaring itself obsolete —   /// null for a cancellation minted against an id this client never owned.   private record UnsubRequest(BigInteger subId, String unSubscribeMethod, long wireSeq, String fingerprint) {   }    /// A cancelled request's tombstone, owed a confirmation. The fingerprint — everything after   /// the request id — is what lets the late grant be adjudicated: resolving onto a live owner   /// is benign coalescing only if the two requests were EQUIVALENT; a defective node assigning   /// one id to different requests is connection-fatal here exactly as it is for two live   /// registrations.   private record CancelledRequest(String unSubscribeMethod, String fingerprint) {   }    /// A cancellation waiting for the flush, with the earliest pacing time it may be re-sent —   /// zero for a first send or a failed send that never left, one resend window for a   /// server-condition rejection, so an immediately-refusing peer is retried on the engine's   /// cadence rather than at wire speed. The cancelled request's fingerprint rides along for   /// obsolescence adjudication; null when unknown.   private record QueuedUnsub(String unSubscribeMethod, long notBefore, String fingerprint) {   }    private record PendingBuildStart(long generation, CompletableFuture<WebSocket> connected) {   }    /// Resolves the connection a callback belongs to — null when its socket is not the current   /// one, which is the entire late-callback defense: no Connection, no state to corrupt.   private Connection connectionFor(final WebSocket webSocket) {     final var conn = this.connection;     return conn != null && conn.socket == webSocket ? conn : null;   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.consumerThrew(String, RuntimeException)	consistent	"must not abort the rest of this message's processing, and must still reach the exception subscribers" matches a body that only logs WARNING and calls `dispatchException(ex);` without rethrowing.	sava	SolanaJsonRpcWebsocket.consumerThrew(String, RuntimeException)	A <METHOD>. Its exception must not read as a protocol failure — the frame parsed; the caller's code broke — must not abort the rest of this message's processing, and must still reach the exception subscribers, which is where consumers watch for their own bugs.	  private void consumerThrew(final String context, final RuntimeException ex) {     log.log(WARNING, "Subscription consumer threw handling " + context + '.', ex);     dispatchException(ex);   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.deliverEscalation(Connection, Throwable)	consistent	"Ping-send failures ... retain their specific observation callback" matches `final var pingFailure = takePingFailure(retired); if (pingFailure != null) deliverRetiredPingFailure(pingFailure); else deliverRetiredError(escalation);` with no lock taken in this method.	sava	SolanaJsonRpcWebsocket.deliverEscalation(Connection, Throwable)	Delivers every terminal maintenance finding after the lifecycle lock is released. Ping-send failures enter the ordinary transport error seam and retain their specific observation callback: a control frame which could not be written is not a healthy connection.	  private void deliverEscalation(final Connection conn, final Throwable escalation) {     // Claim the transport once for the whole notice. A concurrent connection may already have     // displaced it. A close/error callback which wins retirement also takes any already-recorded     // Ping failure, so the specific observation cannot disappear in the gap between signaling     // this maintenance pass and its delivery.     final var retired = retireConnection(conn.socket);     if (retired == null) {       return;     }     final var pingFailure = takePingFailure(retired);     if (pingFailure != null) {       deliverRetiredPingFailure(pingFailure);     } else {       deliverRetiredError(escalation);     }   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.equivalentRequests(Subscription<?>, Subscription<?>)	consistent	"Whether two subscriptions asked the server the same thing" matches `return requestFingerprint(a.msg()).equals(requestFingerprint(b.msg()));`.	sava	SolanaJsonRpcWebsocket.equivalentRequests(Subscription<?>, Subscription<?>)	Whether two subscriptions asked the server the same thing. An id-reusing server coalesces exactly this; one id answering two DIFFERENT requests is a server defect no local bookkeeping can adjudicate.	  private static boolean equivalentRequests(final Subscription<?> a, final Subscription<?> b) {     return requestFingerprint(a.msg()).equals(requestFingerprint(b.msg()));   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.escalateUnanswered(Connection, long)	contradicted	Comment says the connection is "aborted here, with the returned exception delivered to the error seam by the caller", but this member performs no abort/close at all — it only does `conn.lifecycle = ConnectionLifecycle.ESCALATED;` and returns the exception, leaving the socket untouched.	sava	SolanaJsonRpcWebsocket.escalateUnanswered(Connection, long)	The unanswered-request deadline. Send-once means a successfully transmitted request is never duplicated on its own connection, so a server that simply never answers one would leave that subscription silently nonexistent forever — while other traffic kept the connection looking healthy to every liveness gate. Past UNANSWERED_ESCALATION_FACTOR resend windows, the CONNECTION is what gets replaced: aborted here, with the returned exception delivered to the error seam by the caller once the lock is released, so the consumer's reconnect policy resolves it the way it resolves any other dead transport. Escalation fires at most once per connection. The clock reads transmission time for anything that reached the wire — sendSubscription and sendUnSubscriptionLockHeld both restart it on send success — and admission time for a frame the chain never delivered, which is the one distress the resend gate cannot see.	  private RuntimeException escalateUnanswered(final Connection conn, final long now) {     if (conn.lifecycle == ConnectionLifecycle.ESCALATED || conn.inFlightSends.isEmpty()) {       return null;     }     final long window = this.timings.subscriptionResendDelay();     final long deadline = window > Long.MAX_VALUE / UNANSWERED_ESCALATION_FACTOR         ? Long.MAX_VALUE         : window * UNANSWERED_ESCALATION_FACTOR;     for (final var entry : conn.inFlightSends.entrySet()) {       if (now - entry.getValue() > deadline) {         conn.lifecycle = ConnectionLifecycle.ESCALATED;         final var unanswered = new IllegalStateException(             "Request " + entry.getKey() + " to " + endpoint.getHost() + " has gone unanswered for "                 + (now - entry.getValue()) + "ms; replacing the connection rather than duplicating the request.");         log.log(WARNING, unanswered.getMessage());         return unanswered;       }     }     return null;   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.flushPendingUnSubscriptions(Connection, long)	consistent	"an entry re-queued by a transient rejection waits out its retry window in the map" matches `if (entry.getValue().notBefore() > now) { continue; }`, and "Returns nothing" matches the `private void` signature.	sava	SolanaJsonRpcWebsocket.flushPendingUnSubscriptions(Connection, long)	Flushes every queued un-subscription that is due — an entry re-queued by a transient rejection waits out its retry window in the map rather than being re-sent by every pass.  Returns nothing: the count only ever existed to tell the caller whether to skip the ping, and the ping no longer depends on what this end wrote.	  private void flushPendingUnSubscriptions(final Connection conn, final long now) {     final var iterator = conn.pendingUnSubscriptions.entrySet().iterator();     while (iterator.hasNext()) {       final var entry = iterator.next();       if (entry.getValue().notBefore() > now) {         // A rejected cancellation waits out its retry window here rather than being re-sent         // by every pass — an immediately-refusing peer must not drive a wire-speed loop.         continue;       }       if (conn.inFlightUnsubs.contains(entry.getKey())) {         // Gate eligibility is decided BEFORE the queued intent is consumed: an earlier         // cancellation for this id is still unanswered, and it preceded whatever this entry         // was queued to cancel — discharging this obligation on ITS answer orphaned the         // successor server-side. The entry stays queued; the ack that frees the gate signals         // the loop.         continue;       }       // Removed optimistically so a second flush inside the same window cannot double-send;       // the sender re-queues on failure, since the frame is still owed.       iterator.remove();       sendUnSubscriptionLockHeld(conn, entry.getValue().unSubscribeMethod(), entry.getKey(), entry.getValue().fingerprint());     }   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.handlePendingSubscriptions(Connection)	consistent	"Returns the escalation to deliver ... or null" matches `return switch (conn.lifecycle) { case ACTIVE -> handleActivePendingSubscriptions(conn); case PING_FAILED -> claimFailedPing(conn); case ESCALATED -> null; };`.	sava	SolanaJsonRpcWebsocket.handlePendingSubscriptions(Connection)	One maintenance pass. Returns the escalation to deliver AFTER the caller releases the lock, or null — the user's error handler is documented to run off the lock, and a re-entrant hold from this pass used to break that.	  private Throwable handlePendingSubscriptions(final Connection conn) {     return switch (conn.lifecycle) {       case ACTIVE -> handleActivePendingSubscriptions(conn);       case PING_FAILED -> claimFailedPing(conn);       case ESCALATED -> null;     };   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.ownBuild(CompletableFuture<WebSocket>, long)	consistent	"closed, or superseded by a newer generation — is aborted here" matches `stale = closed() || generation != this.connectGeneration;` then `if (stale) { webSocket.abort(); }` inside the attached `whenComplete`.	sava	SolanaJsonRpcWebsocket.ownBuild(CompletableFuture<WebSocket>, long)	Attaches attempt ownership to the future the BUILDER returned. A socket it produces after this attempt is no longer authorized — closed, or superseded by a newer generation — is aborted here rather than left ownerless waiting on an onOpen that may never arrive; while the attempt is still authorized, adoption (or its stale/closed refusal) owns the socket.	  private CompletableFuture<WebSocket> ownBuild(final CompletableFuture<WebSocket> built, final long generation) {     built.whenComplete((webSocket, _) -> {       if (webSocket != null) {         final boolean stale;         lock.lock();         try {           stale = closed() || generation != this.connectGeneration;         } finally {           lock.unlock();         }         if (stale) {           webSocket.abort();         }       }     });     return built;   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.prepareCheckCycleDelivery(long)	consistent	"Healthy cycles return null, so the ordinary one-argument path allocates no no-op action" matches `return escalation == null ? null : () -> deliverEscalation(conn, escalation);`.	sava	SolanaJsonRpcWebsocket.prepareCheckCycleDelivery(long)	Test seam for the lock-to-delivery handoff. A terminal callback or connection takeover can win after maintenance has claimed an escalation but before its off-lock user delivery; the returned action makes that exact ordering deterministic without pausing a production thread. Healthy cycles return null, so the ordinary one-argument path allocates no no-op action.	  Runnable prepareCheckCycleDelivery(final long awaitNanos) throws InterruptedException {     final Connection conn;     final Throwable escalation;     lock.lock();     try {       // Wake on a new subscription, on close(), or every check delay. The signalled flag is the       // condition's memory: a signal landing while this loop was mid-cycle used to be lost, and       // the next await parked the full delay — after close(), with a large check delay, forever.       // closed() is re-checked under the lock for the same reason: close() signals under it, so       // the check-then-park race is closed rather than narrowed. The await's return value —       // remaining time, which distinguishes timeout from signal and re-arms a partial wait —       // is deliberately ignored: every wake cause, spurious included, converges on the same       // pass below, whose delays are enforced by clock comparisons rather than by how long       // this await slept, and the signal/timeout split lives in the flag, not the return.       if (!checkSignalled && !closed()) {         //noinspection ResultOfMethodCallIgnored         newSubscription.awaitNanos(awaitNanos);       }       checkSignalled = false;       conn = this.connection;       if (conn != null) {         escalation = handlePendingSubscriptions(conn);       } else {         escalation = null;       }     } finally {       lock.unlock();     }     return escalation == null ? null : () -> deliverEscalation(conn, escalation);   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.preparePingDeadlineTransition()	consistent	"snapshots an overdue current probe under the lifecycle lock and returns its opaque claim token" matches `lock.lock(); try { return preparePingDeadlineTransition(this.connection, pacingMillis()); } finally { lock.unlock(); }`.	sava	SolanaJsonRpcWebsocket.preparePingDeadlineTransition()	Test seam for the observation-to-CAS transition above. It snapshots an overdue current probe under the lifecycle lock and returns its opaque claim token. Production retains that lock from observation through claim; send completion and peer contact can still win because their probe CAS runs without it. Tests serialize only those lock-independent transitions between this snapshot and claimPingDeadlineTransition, without a scheduler race or sleep.	  PingDeadlineTransition preparePingDeadlineTransition() {     lock.lock();     try {       return preparePingDeadlineTransition(this.connection, pacingMillis());     } finally {       lock.unlock();     }   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.releaseChannelSlot(Subscription<?>)	consistent	Identity-based removal claim matches the code shown: `if (subs.get(sub.key()) == sub)`, `if (this.slotSub == sub)`, `if (this.rootSub == sub)`, and the compute prunes the empty map via `return subs.isEmpty() ? null : subs;`.	sava	SolanaJsonRpcWebsocket.releaseChannelSlot(Subscription<?>)	Frees the registry slot a subscription occupies, so its key can be subscribed again.  Identity, not equality: [RootSubscription#equals] deliberately compares only commitment, channel and key, so a value-sensitive remove would delete an equal *successor* that has already retaken the slot. Each removal is a per-key compute, which also prunes the outer entry once its commitment map empties — the signature channel's keys are unbounded, one per transaction, so an unpruned outer key per completed signature grows forever.	  private void releaseChannelSlot(final Subscription<?> sub) {     final var channel = sub.channel();     if (channel == null) {       // Generic subscriptions carry no Channel; they are registered by notification method.       if (sub instanceof GenericSubscription<?> generic) {         this.genericSubs.computeIfPresent(generic.notificationMethod(), (_, subs) -> {               if (subs.get(sub.key()) == sub) {                 subs.remove(sub.key());               }               return subs.isEmpty() ? null : subs;             }         );       }       return;     }     switch (channel) {       case account -> releaseCommitmentSlot(this.accountSubs, sub);       case logs -> releaseCommitmentSlot(this.txLogSubs, sub);       case signature -> releaseCommitmentSlot(this.signatureSubs, sub);       case program -> {         // The legacy and explicitly keyed registries are intentionally disjoint namespaces.         // Identity-sensitive removal makes checking both safe even when a caller key happens         // to equal a legacy program address.         releaseCommitmentSlot(this.programSubs, sub);         releaseCommitmentSlot(this.keyedProgramSubs, sub);       }       case slot -> {         if (this.slotSub == sub) {           this.slotSub = null;         }       }       case root -> {         if (this.rootSub == sub) {           this.rootSub = null;         }       }     }   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retainedOrdinalEntries()	consistent	"attempt ordinals plus recorded kills" held by the current connection matches `return conn == null ? 0 : conn.attemptSeqs.size() + conn.killedSubIds.size();`.	sava	SolanaJsonRpcWebsocket.retainedOrdinalEntries()	Test seam, like retainedRegistrations: same-id adjudication bookkeeping held by the current connection — attempt ordinals plus recorded kills. Entries must die with their registrations and adjudications, not with the connection: a long-lived signature client otherwise retained one ordinal per completed operation.	  int retainedOrdinalEntries() {     final var conn = this.connection;     return conn == null ? 0 : conn.attemptSeqs.size() + conn.killedSubIds.size();   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retainedRegistrations()	consistent	"summed across every registry" matches the body summing conn pending/by-id maps plus `this.accountSubs.size() + ... + this.genericSubs.size()` and the two singleton increments.	sava	SolanaJsonRpcWebsocket.retainedRegistrations()	Test seam: the registrations this instance is still holding, summed across every registry. Exists so the close() teardown is assertable directly — after close, onOpen refuses to run, so no behavioural path can distinguish a cleared map from a retained one.	  int retainedRegistrations() {     final var conn = this.connection;     int retained = (conn == null ? 0         : conn.pendingSubscriptions.size()         + conn.pendingUnSubscriptions.size()         + conn.subscriptionsBySubId.size())         + this.accountSubs.size()         + this.txLogSubs.size()         + this.signatureSubs.size()         + this.programSubs.size()         + this.keyedProgramSubs.size()         + this.genericSubs.size();     if (this.slotSub != null) {       ++retained;     }     if (this.rootSub != null) {       ++retained;     }     return retained;   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.sendSubscription(Connection, Subscription<?>)	consistent	Recall-before-dispatch is `if (conn.cancelledRequests.remove(sub.msgId()) != null) { ... return CompletableFuture.completedFuture(null); }` and the restarted answer clock is `conn.inFlightSends.replace(sub.msgId(), pacingMillis());` on successful transmission.	sava	SolanaJsonRpcWebsocket.sendSubscription(Connection, Subscription<?>)	Chains a subscribe with two obligations plain queueText does not carry. The frame is recallable while it still sits in the chain: a cancellation between queue and dispatch consumes the tombstone here, spending nothing on the wire, where an unrecallable frame cost a subscribe/unsubscribe round trip for a subscription nobody wanted. And on transmission the answer clock restarts: the deadline judges the server's silence, and the server has not been silent about a frame it only now received — while the admission stamp it replaces remains the watchdog for a chain that never drains at all.	  private void sendSubscription(final Connection conn, final Subscription<?> sub) {     // This attempt's wire ordinal: admission order is transmission order (the chain is FIFO),     // and a RETRY is a new position on the wire under the same request id, so the latest     // attempt's ordinal — never the id — is what same-id adjudication compares.     conn.attemptSeqs.put(sub.msgId(), ++conn.nextWireSeq);     conn.outboundTail = conn.outboundTail         .exceptionally(_ -> null)         .thenCompose(_ -> {           lock.lock();           try {             if (conn.cancelledRequests.remove(sub.msgId()) != null) {               conn.inFlightSends.remove(sub.msgId());               conn.attemptSeqs.remove(sub.msgId());               return CompletableFuture.completedFuture(null);             }           } finally {             lock.unlock();           }           return sendText(conn, sub.msg()).whenComplete((_, ex) -> {             if (ex != null) {               // Only a FAILED send re-arms the retry: the frame never left, so re-sending is               // safe. A successful send stays gated until the server answers — its response               // is what removes the gate — because a duplicate of a merely slow request               // creates a second, orphaned server subscription. The LAST-ATTEMPT pacing               // stamp is kept, so a failing socket retries once per resend window rather               // than hot-looping a growing chain of doomed frames on every cycle and inbound               // frame; the wire ordinal is NOT — the frame never transmitted, so the ordinal               // is dead evidence a stale entry would let pin obsolete kills, and the retry               // takes a fresh one. A cancellation tombstone releases with the gate: no               // confirmation can ever exist to consume it.               lock.lock();               try {                 conn.inFlightSends.remove(sub.msgId());                 conn.attemptSeqs.remove(sub.msgId());                 conn.cancelledRequests.remove(sub.msgId());               } finally {                 lock.unlock();               }             } else {               lock.lock();               try {                 // replace, not put: the server may already have answered — completion                 // callbacks are not ordered against inbound frames — and the answer's removal                 // must not be resurrected into a stamp nothing will ever clear.                 conn.inFlightSends.replace(sub.msgId(), pacingMillis());               } finally {                 lock.unlock();               }               try {                 sub.run();               } catch (final RuntimeException onSubEx) {                 consumerThrew("onSub callback", onSubEx);               }             }           });         });   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.staleSingletonId(Connection, Subscription<?>, BigInteger)	contradicted	Comment says "The caller checks [Connection#retiredSubIds] first: a known-retired id is dropped regardless", but this member itself holds that guard and returns true — which the same comment defines as auto-unsubscribe, not drop: `if (conn.retiredSubIds.contains(subId)) { return true; }`.	sava	SolanaJsonRpcWebsocket.staleSingletonId(Connection, Subscription<?>, BigInteger)	A singleton with a confirmed id must only be fed notifications carrying that id: after an unsubscribe/resubscribe, the predecessor's id still names the OLD server-side subscription, and its late notifications must not reach the successor consumer. An unconfirmed singleton (subId still null) matches nothing either — ordered frames put the confirmation before its first notification, so the unconfirmed window legitimately sees none — but the dispatch sites DROP those frames rather than route them here: this method's false means deliver, and its true means auto-unsubscribe, and an early frame from a reordering peer deserves neither. The caller checks [Connection#retiredSubIds] first: a known-retired id is dropped regardless.	  private boolean staleSingletonId(final Connection conn, final Subscription<?> sub, final BigInteger subId) {     if (conn.retiredSubIds.contains(subId)) {       return true;     }     final var confirmed = sub.subId();     return confirmed != null && !confirmed.equals(subId);   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.startBuild(long, CompletableFuture<WebSocket>)	consistent	The build runs off-lock and attempt identity is the bridge, as claimed: `rejected = this.inFlightConnect != connected;` inside lock/unlock, then `buildReservedAttempt(generation, connected);` after `lock.unlock()`.	sava	SolanaJsonRpcWebsocket.startBuild(long, CompletableFuture<WebSocket>)	<METHOD> operation without holding the lifecycle lock. A public WebSocket.Builder may deliver listener callbacks synchronously from buildAsync; invoking it under the lock made an apparently off-lock user handler retain the outer re-entrant hold. The generation and bridge identity close the small unlock-to-build race: a close or newer attempt makes the returned operation stale, so it is cancelled and any socket it produces is aborted by ownBuild.	  private void startBuild(final long generation,                           final CompletableFuture<WebSocket> connected) {     // Every real attempt owns a bridge. Fail before acquiring builder ownership if an internal     // handoff ever violates that invariant; entering the try/finally with a null bridge would     // let its release edge manufacture the same invalid successor indefinitely.     Objects.requireNonNull(connected, "websocket build bridge");     final boolean rejected;     lock.lock();     try {       // The bridge is the attempt's exact ownership token. Every transition which closes or       // advances the generation clears/replaces it under this lock, so separate closed and       // generation predicates merely restate the same state transition in weaker forms.       rejected = this.inFlightConnect != connected;       if (!rejected) {         // A scheduled task which reached this point owns its wake. Clear only after the attempt         // identity has been validated, so a stale task cannot erase a successor's handle.         this.scheduledConnect = null;         if (builderInUse) {           pendingBuilderStart = connected;           return;         }         builderInUse = true;         this.lastConnectAttempt = pacingMillis();       }     } finally {       lock.unlock();     }     if (rejected) {       connected.completeExceptionally(           new IllegalStateException("websocket closed or reconnected before its build started"));       return;     }      try {       buildReservedAttempt(generation, connected);     } finally {       final var pending = releaseBuilderAndTakePending();       if (pending != null) {         startBuild(pending.generation(), pending.connected());       }     }   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.connectTimeout(long)	consistent	"additive capability" that older builders cannot honor matches the default body `throw unsupportedTiming("connectTimeout");`, and nothing here ties it to reConnectDelay.	sava	SolanaRpcWebsocket$Builder.connectTimeout(long)	How long the whole handshake — DNS, TCP, TLS and the HTTP upgrade — may take. Separate from reConnectDelay: a handshake budget and a retry cadence have no reason to be the same number.  This is an additive capability: a builder compiled before independent handshake timing cannot retain the value without also changing its reconnect cadence.	    default Builder connectTimeout(final long connectTimeout) {       throw unsupportedTiming("connectTimeout");     }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.subscriptionResendDelay()	consistent	"the value the built-in builder now derives when no independent setting is supplied" matches `return Timings.resendDelayFor(reConnectDelay(), subscriptionAndPingCheckDelay());`.	sava	SolanaRpcWebsocket$Builder.subscriptionResendDelay()	Legacy websocket engines paced retries through their reconnect and check delays. This is the value the built-in builder now derives when no independent setting is supplied.	    default long subscriptionResendDelay() {       return Timings.resendDelayFor(reConnectDelay(), subscriptionAndPingCheckDelay());     }
