pair_id	label	needed_source	notes	workflow	basename	line_a	line_b	text_a	scenario_a	text_b	scenario_b
wf_ff0be015-683#a5d3efe1f4b8755d1#findings#1 | wf_ff0be015-683#a03e9855e2e484263#findings#2				wf_ff0be015-683	build.gradle.kts	83	80	The crypto mutation suite's `excludedClasses` omits `software.sava.core.crypto.*Fuzz*`, breaking the pattern every other suite in the file follows and the AGENTS.md rule that exclusions must cover the test source set rather than rely on a naming convention — `Ripemd160Fuzz` contains no "Test" and is now the first such class directly in that package.		The crypto suite is now the only mutation suite whose target package contains a `*Fuzz*` class but whose `excludedClasses` has no `*Fuzz*` row, breaking the pattern every sibling suite follows.	
wf_77650a4c-eec#aeb6fcf137bd4291a#findings#1 | wf_77650a4c-eec#a4e287a1b2b197430#findings#1				wf_77650a4c-eec	README.md	384	382	"This last row is equivalent because of the consumed-tail invariant" is false: the EQUAL_IF mutant reorders the caller's array, which is observable outside the method even though the serialized transaction is unchanged.	Same public entry point and inputs as above: sortedAccounts = {payer, lookupA, lookupB, program}, two tables. HEAD's else-branch arraycopy leaves {payer, program, lookupA, lookupB}. Forcing the `len == 1` arm (Transaction.java:485) turns the shift into a swap, leaving {payer, program, lookupB, lookupA} — the lookup-loaded group comes back rotated. A caller that pairs its array with the wire's lookup write/read index order, or that diffs the array against a previously sorted copy, sees a different result while every serialized-byte assertion in the suite passes.	The newly written `# displacement boundary` bullet for `Transaction,createTx,RemoveConditionalMutator_EQUAL_IF` asserts a "consumed-tail invariant" that does not hold, because the tail it permutes belongs to the caller's array.	Same public entry point and same input as finding 1. Forcing the `len == 1` arm true for len=2 executes `sortedAccounts[3] = sortedAccounts[1]` then `sortedAccounts[1] = program`, leaving the caller's array `{feePayer, program, lookupB, lookupA}` where real code leaves `{feePayer, program, lookupA, lookupB}`. The lookup-loaded group's relative order — which is what a caller correlating its own array against `lookupTableAccounts()` or a table's write/read index order relies on — silently changes. The serialized transaction is indeed unchanged, but the accepted argument's stated reason ("only the compacted front is read from `sortedAccounts` afterwards") is false, so the row is accepted on a premise the code does not support.
wf_4a5a3d4b-cc1#a0123055e3bd8414b#findings#2 | wf_4a5a3d4b-cc1#a0123055e3bd8414b#findings#3				wf_4a5a3d4b-cc1	README.md	192	13	The new ROOTFS_CXX_LIBS paragraph links to "Gradle compatibility" for native integration, but that section never mentions native integration, libstdc++, arm64 or Alpine. The paragraph also says the `alpine` target stages the C++ runtime, but the shared `jdk` stage does that and alpine only copies and symlinks it.		The intro is now wrong: it says both final targets "each copy only `/opt/java` and `/rootfs-libs`", but the alpine target now also copies `/rootfs-cxx-libs`. Line 11 also says the jdk stage stages only into `/rootfs-libs`.	
wf_f908b7d5-fb7#a6105e7306a822735#findings#0 | wf_f908b7d5-fb7#a8d26111da16046cd#findings#2				wf_f908b7d5-fb7	HANDOFF-DRAFT.md			False. The sysvar coverage-phase cost advisory (289 ms) is NEW on 09-12; it does not appear in the 09-05 certification summary. Two 09-05 advisories are also gone, which the draft does not mention.		"8 advisory findings, none failing, all also present in the 09-05 certification (daemon-60398 log)." One of the eight — sysvar's coverage-phase cost advisory — was not present on 09-05. The draft also silently drops the reverse delta (09-05 had 9 findings across 6 scopes; two of them are gone today).	
wf_b431194a-57b#a411170a4cc265146#findings#1 | wf_b431194a-57b#a7d61403c27cc9f37#findings#2				wf_b431194a-57b	README.md	80	63	The 'Building locally' commands cannot succeed against the current Dockerfile: the bare `docker build --target ... .` invocations pass no JDK build args at all, and the edited example at lines 80-84 passes only JAVA_VERSION plus checksums, omitting JAVA_BUILD, JAVA_RELEASE_TYPE and JAVA_VERSION_HASH, none of which has a default anywhere.		The "Building locally" commands (lines 63, 66, 69 with no build args; lines 80-84 with only JAVA_VERSION and checksums) cannot succeed because the Dockerfile ARGs have no defaults, and the surrounding prose ("Override the JDK version", line 76) still implies a default GA build exists; the diff's rewritten Dockerfile comment now explicitly contradicts these examples.	
wf_82d378e6-c04#a3efb6ffccb75787b#findings#1 | wf_82d378e6-c04#a101acdbb64eb4236#findings#4				wf_82d378e6-c04	CONVENTIONS.md	9	64	CONVENTIONS.md claims to be the one place this family of surprises is visible, but has no entry for the createTx caller-array mutation nor for the two earlier declaration-only surprises added in this same review chain.	A contributor follows AGENTS.md:463 ("`CONVENTIONS.md` lists the ones that have already caught people") before writing assertions against `Transaction.createTx`, `Instruction.extraAccounts` or `Instruction.createInstruction`. The file says nothing about any of them, so the contributor writes the reasonable assertion - reusing a sorted array across two createTx calls, or asserting `extraAccounts(List.of((AccountMeta) null))` appends a null - and it fails, which is precisely the failure mode the file's own preamble says it exists to prevent ("several of these were found by writing the *reasonable* assertion and watching it fail").	The newly documented caller-array mutation was not added to CONVENTIONS.md, which the repo declares to be the one place this family is visible and which already carries a "Byte-array ownership" section for exactly this kind of retained/shared-array surprise.	A contributor follows CONVENTIONS.md's own instruction — "Read this before writing assertions against an API you have not used here" — before calling `Transaction.createTx(ixs, len, sortedAccounts, tables)`. The file lists `PublicKey.createPubKey` retention and `toByteArray()` sharing but says nothing about `createTx` reordering the array they passed, so they reuse the array and hit the header/privilege corruption described in finding 1. CONVENTIONS.md:8-9 states the contract this misses: "Where a convention is surprising it is documented at the declaration too; this file exists so the family is visible in one place."
wf_ff0be015-683#a5d3efe1f4b8755d1#findings#0 | wf_ff0be015-683#a03e9855e2e484263#findings#0				wf_ff0be015-683	Ripemd160Tests.java	143	50	The five independently published Bitcoin Core known-answer vectors that the spec file explicitly tells the implementer to use are absent, so at the 63- and 64-byte block/padding boundary the only oracle is BouncyCastle — the very implementation this class exists to become independent of.		The five Bitcoin Core known-answer vectors the spec file prepared as a second independent reference — including the 63- and 64-byte boundary strings it explicitly justified — were silently dropped, and the omission is not in the implementer's open-issues list.	
wf_567bf3e9-b14#a550995460d50170d#breakages#8 | wf_567bf3e9-b14#a550995460d50170d#breakages#9				wf_567bf3e9-b14	TransactionSigningTests.java			main's TransactionRecord.sign(int,Signer) throws IllegalArgumentException("Invalid signer index %d for transaction with %d required signers.") when index < 0 || index >= numSigners. v1_tx's BaseTransaction.sign(int,Signer) has no guard at all: it goes straight to Transaction.sign(signer, data, messageOffset(), messageLength(), signatureOffset(index)). signIndexRejectsSlotsOutsideTheRequiredSignerRegion (239-252) fails on both cases — Integer.MIN_VALUE wraps 1 + (index << 6) back to offset 1 and silently signs slot 0 (the test comments on exactly this), and index == numSigners writes 64 bytes past the signature region into the message.		main's TransactionRecord.sign(Signer) always resolves the slot via signerIndex(signer) and throws IllegalArgumentException("Failed to find index for signer ...") when the key is not one of the required signers. v1_tx's BaseTransaction.sign(Signer) only searches when numSigners() > 1; for a one-signer transaction it takes the else branch and signs slot 0 with whatever signer it was handed, no key check. singleSignerMustMatchTheRequiredPublicKey (160-162) fails both the assertThrows and the 'rejected signer must not alter the transaction' byte comparison.	
wf_567bf3e9-b14#a89bdf65a1d20dd29#breakages#3 | wf_567bf3e9-b14#a89bdf65a1d20dd29#breakages#4				wf_567bf3e9-b14	TransactionSkeleton.java			LOST BY v1_tx, ALREADY REAPPLIED IN THIS WORKING TREE — re-verify before committing. main 0d68f02 changed the versioned-branch read from a compact-u16 decode to a raw u8: `invokedIndexes[i] = data[o++] & 0xFF;` (main stage 2, line 69). v1_tx stage 3 line 63 still has `invokedIndexes[i] = decode(data, o); o += getByteLen(data, o);`. Solana serializes program_id_index as a single u8; the compact-u16 form advances the cursor by two bytes whenever the index has the high bit set, desynchronising the whole instruction walk. Merged tree line 77 currently carries main's form.		LOST BY v1_tx, ALREADY REAPPLIED IN THIS WORKING TREE — re-verify before committing. main b548021 widened the three u8 message-header counts, with the rationale kept as a comment: "read as signed bytes, a value past 0x7F is a negative count that inflates the signer loops ... instead of being rejected as malformed". main has `numRequiredSignatures = data[o++] & 0xFF;`, `final int numReadonlySignedAccounts = data[o++] & 0xFF;`, `final int numReadonlyUnsignedAccounts = data[o++] & 0xFF;`. v1_tx stage 3 lines 39/45/46 still read `data[o++]` signed on all three. Merged tree lines 50-60 currently carry main's form including the comment.	
wf_b431194a-57b#a8ce10d5241f27736#findings#1 | wf_b431194a-57b#a7d61403c27cc9f37#findings#1				wf_b431194a-57b	README.md	132	136	The 'reuse it in another Dockerfile' snippet does not work as written: it omits JAVA_RELEASE_TYPE, JAVA_VERSION_HASH, TARGETARCH and JAVA_HOME, all of which the script now requires.		The "To reuse it in another Dockerfile" example invokes install-jdk.sh with only JAVA_VERSION, JAVA_BUILD and the two checksums, omitting JAVA_RELEASE_TYPE, JAVA_VERSION_HASH, TARGETARCH and JAVA_HOME, which the table directly above (lines 120-124, just rewritten by this diff) now marks as Required; the example therefore contradicts its own documentation and cannot run.	
wf_c3e0c64f-f5c#a1d8b35ee91fd9ce5#findings#0 | wf_c3e0c64f-f5c#a8345837cf74b738c#findings#0				wf_c3e0c64f-f5c	Token2022.java	121	135	F2's EXTENSION_NAMES.length sub-gap is not closed by the new guard, and moving the name lookup onto the error paths made the missing-entry failure latent instead of immediate.	A maintainer syncs a new upstream extension at wire ID 29: regenerates the fixture to 30 rows, bumps the two hard-coded 29s to 30, adds a record to MintTokenExtension's permits and a 'case 29 -> PermissionedTransferConfig.read(data, i)' arm, but forgets to append a 30th EXTENSION_NAMES entry. Every happy-path parse succeeds (the array is now read only on error paths), the new population guard passes (concreteTypes and fixtureTypes both hold the new class), and the build ships. In production, an on-chain Token-2022 account whose ordinal-29 TLV header declares a length that disagrees with the parsed record makes line 121 evaluate EXTENSION_NAMES[29] and throw ArrayIndexOutOfBoundsException: Index 29 out of bounds for length 29 instead of the documented IllegalArgumentException, so any caller catching IllegalArgumentException around parseExtensions/Token2022.read does not catch it.	F2's third assertion — pinning EXTENSION_NAMES.length against the dispatch range — was not added, and this commit added a second unguarded EXTENSION_NAMES[extensionType] index site inside requireLength while deleting the instanceof early exit; nothing in `check` forces the names table to grow with the switch.	SPL ships extension ID 29 and a maintainer follows AGAVE_SYNC.md's sync instruction: adds `case 29 -> NewExt.read(data, i)` to Token2022.parseExtensions, adds `NewExt` to MintTokenExtension's permits clause, regenerates solana-token2022-extensions.tsv with 30 rows and bumps the two `29` row-count literals at SolanaUpstreamLayoutConformanceTests.java:118 and :556 — but does not append a 30th entry to EXTENSION_NAMES. If the new extension is variable-length (fixture columns rust_short_accepts/rust_long_accepts = "n/a", exactly as TokenMetadata's row 19 is), the `if (fixed)` block at :155-170 is skipped, no error-path assertion runs, and `check` is green. In production a mint whose extension-29 TLV declares a length the reader disagrees with reaches Token2022.java:121 and throws `ArrayIndexOutOfBoundsException: Index 29 out of bounds for length 29` instead of the documented `IllegalArgumentException("Extension NewExt claims N bytes, expected M.")`. Even for a fixed-length row the only thing that catches it is the exact-message comparison at :163-168 — `assertAcceptance` at :622-625 explicitly accepts IndexOutOfBoundsException as a valid rejection.
wf_76c8d6d2-86c#a5a3ddd5cb0a8efa5#findings#1 | wf_76c8d6d2-86c#a92f7f0ba87a63b0b#findings#0				wf_76c8d6d2-86c	Instruction.java	20	18	The corrected `toString` doc stops one case short: for a positive length `Arrays.copyOfRange` zero-pads only when `offset` is within the array; a larger or negative `offset` makes the diagnostic `toString()` throw, and an `offset + len` overflow makes it `OutOfMemoryError`. Neither case is documented or pinned.	`Instruction.createInstruction(PROGRAM, List.of(), new byte[]{1}, 5, 2).toString()` -> `ArrayIndexOutOfBoundsException: arraycopy: length -4 is negative`, so a log statement or debugger inspection kills the caller. `Instruction.createInstruction(PROGRAM, List.of(), new byte[]{1}, -1, 1).toString()` -> `ArrayIndexOutOfBoundsException: arraycopy: source index -1 out of bounds for byte[1]`. Worst of the three, `Instruction.createInstruction(PROGRAM, List.of(), new byte[]{1}, 1, Integer.MAX_VALUE).toString()` — the exact fixture the new hash test constructs at InstructionBuildingTests.java:316 — wraps `offset + len` to `Integer.MIN_VALUE`, so `copyOfRange` computes `newLength == Integer.MAX_VALUE` and raises `OutOfMemoryError: Requested array size exceeds VM limit`.	The rewritten createInstruction doc presents an exhaustive case split for toString() that implies it never throws, but a positive length with an offset outside [0, data.length] makes it throw ArrayIndexOutOfBoundsException — and the rewrite deleted the one clause that previously hinted at this.	Instruction.createInstruction(programId, keys, new byte[]{1, 2}, 5, 2).toString() throws ArrayIndexOutOfBoundsException: 'arraycopy: length -3 is negative' (verified on JDK 25.0.2). Same for a negative offset: createInstruction(programId, keys, new byte[]{1, 2}, -1, 2).toString() throws 'arraycopy: source index -1 out of bounds for byte[2]'. A consumer logging an instruction from an error path — exactly the diagnostic use the doc describes — gets an exception instead of a rendering. The doc names only two cases (data == null || len <= 0 -> empty; positive length -> Arrays.copyOfRange, which 'can zero-pad'), so a reader concludes rendering is total.
wf_285c2261-1eb#abfb4a5c4762356cc#findings#1 | wf_285c2261-1eb#a96168e2a90968988#findings#2				wf_285c2261-1eb	README.md			v1-live README's versionCeiling table row still claims the -32015 message names ceiling 1 for every call, including the one the diff relaxed	The table is the per-case contract summary — the thing a future reader diffs against when the assertion changes again. Left as-is it will be read as evidence that the relaxation was a regression rather than a deliberate, measured accommodation, and it misstates what the test actually guarantees.	README's versionCeiling table row still asserts the omitted-ceiling call names ceiling 1, which the diff itself relaxed	The table is the per-case contract for what each test pins, and this row is the one the diff changed. Anyone reading it to decide whether a devnet failure is a real regression would conclude that a message naming 0 is a defect, when the check now deliberately accepts it. It also leaves the file self-contradictory across a 30-line span with no indication which statement is current.
wf_b1cb3341-11b#a997d4ef830e78804#findings#0 | wf_b1cb3341-11b#a116275ad690b085e#findings#0				wf_b1cb3341-11b	JsonHttpClientBodyFuzz.java	52	137	The mutator has no reach into the wire bytes at all — every body handed to readBody is GZIPOutputStream output modulo three fixed one-byte edits — so the target cannot generate the one malformed shape that readBody silently accepts: a valid gzip member followed by non-member bytes.	A hostile or buggy provider/CDN returns `Content-Encoding: gzip` with a valid member carrying `{"result":[...` followed by any trailing bytes (padding, a truncated second member, a re-transmitted fragment). readBody returns only the first member's bytes and throws nothing, so the caller parses a silently truncated JSON-RPC document. Neither the 14 seeds nor 11,162,719 fuzz executions can reach that byte sequence, because no mode emits a valid member followed by non-member bytes, and no test in the commit pins the behaviour.	The harness's "encoding-header shape" selector models a multi-encoding response only as two separate field lines, so it cannot reach the RFC-canonical comma-joined form `Content-Encoding: identity, gzip`, which `isGzipEncoded` silently fails to recognise and hands the caller still-compressed bytes.	A caching proxy or CDN in front of an RPC provider combines the two `Content-Encoding` field lines it received (or an origin writes `Content-Encoding: identity, gzip` / `gzip, identity` directly, both RFC-legal). `isGzipEncoded` returns false, `readBytes`/`readInputStream` return the raw deflate bytes unchanged, and the JSON parser is handed binary — an opaque parse failure on every response from that path, with no diagnostic pointing at the encoding. Neither the 14 seeds nor the 11,162,719 fuzz executions can produce that header, because no encoding shape in the harness ever puts two tokens in one field value.
wf_5769d01d-035#af63930efbc52f1e8#findings#0 | wf_5769d01d-035#a1c4f1c8705fefd64#findings#1				wf_5769d01d-035	README.md	327	395	The commit's new sentence asserting that the tx baseline arguments describe current CSV rows is falsified by the three lists immediately below it, which still carry two phantom bullets and four pre-v1 line numbers.	A maintainer preparing 25.11.0 reads the newly added line 327 ("the accepted CSV records the current retained rows, and the arguments below apply only to their named branches") and trusts the equivalence arguments that follow. Line 395 tells them a `# dead defensive` row exists for `TransactionRecord.sign` 156 — but `TransactionRecord.java` has no `sign` method at all (grep finds only `signer()`, `signedByte`, `signatureOffset`) and tx-accepted.csv has no `TransactionRecord,sign` row; the only `# dead defensive` rows are `TransactionRecord,lambda$static$0 ... line 28` and `AccountIndexLookupTableView,compareTo ... line 25`. This is the same phantom the previous review flagged as `TransactionRecord.sign 154`: the commit deleted it from the result-identical-routing list but left its twin two sections down. Line 386 does the same for `InstructionRecord.equals` 171 (the line exists in the source but no CSV row does). Line 371 cites `createTx` 253/427, 255/429 for the four `# displacement boundary` rows that are actually at 298/483 and 300/485; line 380 cites `Transaction.createTx` 432 for a row at 488 (line 432 in Transaction.java is a `// TODO: deprecate once v1 transactions are active on mainnet` comment); line 389 says `InstructionRecord.toString` 188 is "(3 keys)" when the CSV has 2. Anyone auditing a future survivor against these arguments is matched to the wrong branch or to none.	The commit fixed the phantom bullets in the `# result identical routing` list but left the identical defect in the three adjacent labeled lists: two bullets document accepted mutants that have no baseline row at all, one claims three keys where two exist, and four line citations are pre-v1.	A maintainer pruning the tx baseline before 25.11.0 reads the `# dead defensive` section, sees three arguments, and looks for the `TransactionRecord.sign` row it justifies. `grep TransactionRecord,sign sava-core/config/pitest/*.csv` returns nothing — the argument covers no row, so the reviewer either accepts a nonexistent equivalence or wastes the triage. The same happens for `InstructionRecord.equals` under `# redundant work`. Conversely, a reviewer chasing the real `Transaction,createTx,VoidMethodCallMutator # redundant work # line 488` row is sent to line 432, which is inside a different createTx overload's body.
wf_b431194a-57b#a8ce10d5241f27736#findings#2 | wf_b431194a-57b#a411170a4cc265146#findings#1				wf_b431194a-57b	README.md	61	80	'Building locally' examples (lines 63, 66, 69 with no build args; lines 80-84 with only JAVA_VERSION + checksums) cannot succeed because the Dockerfile ARGs have no defaults and the new Dockerfile comment says each must be supplied via --build-arg.		The 'Building locally' commands cannot succeed against the current Dockerfile: the bare `docker build --target ... .` invocations pass no JDK build args at all, and the edited example at lines 80-84 passes only JAVA_VERSION plus checksums, omitting JAVA_BUILD, JAVA_RELEASE_TYPE and JAVA_VERSION_HASH, none of which has a default anywhere.	
wf_01332151-8dd#ab5bcf629ce650f3c#findings#1 | wf_01332151-8dd#a9331dec828cb9801#findings#1				wf_01332151-8dd	Transaction.java	783	855	The deprecated `sign(SequencedCollection)` is abstract and is the only implementation hook for positional signing, so third-party implementors are forced to implement a `forRemoval` method and the deprecation cannot be honoured without a second breaking change that MIGRATION.md promises will not happen.	A third-party class `implements Transaction` must supply `sign(SequencedCollection<Signer>)` because it is abstract. There is no non-deprecated method it can implement instead: `signInOrder(SequencedCollection)` (Transaction.java:845) is a `default` that calls `sign(signers)`, and all five other `signInOrder*` defaults (lines 850, 855, 860, 865, 870) likewise delegate to deprecated members. So an implementor recompiling against this release gets an unavoidable deprecation warning (JLS 9.6.4.6 makes overriding a use), with no migration available. When the removal actually happens, `signInOrder(SequencedCollection)` has nothing left to delegate to and must become abstract — which breaks source and binary compatibility for every third-party `Transaction`, directly contradicting MIGRATION.md:106-107 ("New instance methods have defaults, so existing `Transaction` implementations do not need additional method overrides"). The deprecation as written is therefore not executable as an additive change, which is exactly what AGENTS.md's published-library rule is meant to prevent.	Five of the six new `signInOrder*` instance defaults route through the deprecated `sign*` chain instead of through `signInOrder(SequencedCollection)`, so an override of the new positional name is honoured by only one of its six entry points — the opposite of the `signByKey` family, where all six funnel through `signByKey(Collection)`.	A consumer implementing `Transaction` migrates off the `forRemoval` name by overriding the new one: `@Override public void signInOrder(SequencedCollection<Signer> signers) { audit(signers); super.signInOrder(signers); }`. `tx.signInOrder(signers)` runs the audit. `tx.signInOrder(blockHash, signers)` does not — it calls `sign(recentBlockHash, signers)` (Transaction.java:856), which calls `setRecentBlockHash` then the abstract `sign(signers)`, never touching the override. Same for `signInOrder(base58Hash, signers)`, `signInOrderAndBase64Encode(signers)`, and both blockhash Base64 variants: the transaction is signed with the audit hook silently skipped. The equivalent `signByKey` override is honoured by all six of its entry points (Transaction.java:889, 896, 902, 907, 913 all call `signByKey(...)` virtually). A second consequence: because every `signInOrder*` default body is written purely in terms of members marked `forRemoval`, none of them has a body that survives removal, so MIGRATION.md:106-107's "New instance methods have defaults, so existing `Transaction` implementations do not need additional method overrides" stops being true the moment the deprecated members go.
wf_77650a4c-eec#a4e287a1b2b197430#findings#1 | wf_77650a4c-eec#a4232bf8e8f11daa2#findings#0				wf_77650a4c-eec	README.md	382	391	The newly written `# displacement boundary` bullet for `Transaction,createTx,RemoveConditionalMutator_EQUAL_IF` asserts a "consumed-tail invariant" that does not hold, because the tail it permutes belongs to the caller's array.	Same public entry point and same input as finding 1. Forcing the `len == 1` arm true for len=2 executes `sortedAccounts[3] = sortedAccounts[1]` then `sortedAccounts[1] = program`, leaving the caller's array `{feePayer, program, lookupB, lookupA}` where real code leaves `{feePayer, program, lookupA, lookupB}`. The lookup-loaded group's relative order — which is what a caller correlating its own array against `lookupTableAccounts()` or a table's write/read index order relies on — silently changes. The serialized transaction is indeed unchanged, but the accepted argument's stated reason ("only the compacted front is read from `sortedAccounts` afterwards") is false, so the row is accepted on a premise the code does not support.	The re-derived `# redundant work` acceptance (and the `# displacement boundary` EQUAL_IF twin at line 382) rests on "only the compacted front is read from `sortedAccounts` afterwards", which is true of sava's internals but not of the public API's caller-owned array, so both mutants are observable and therefore killable rather than equivalent.	Call the published `Transaction.createTx(List, int, AccountMeta[], LookupTableAccountMeta[])` with sortedAccounts = [feePayer(signer), lookupA, lookupB, program(invoked)] and two table metas that resolve lookupA and lookupB. Unmutated, the in-place compaction leaves the caller's array as [feePayer, program, lookupA, lookupB]. Under the accepted `VoidMethodCallMutator` row (Transaction.java:488, the `System.arraycopy`) it leaves [feePayer, program, lookupB, program] — lookupA is silently dropped and program is duplicated. Under the accepted `RemoveConditionalMutator_EQUAL_IF` row (Transaction.java:485) the len>1 case degenerates to a swap and the tail order changes. Both produce a byte-identical transaction, which is why the README calls them equivalent, but a caller that reuses its own array after the call (the natural reading of an in-place compaction) reads corrupted data. Per AGENTS.md this makes them killable mutants with an externally intended property, not accepted equivalences.
wf_01332151-8dd#ada8a2fac213c9682#findings#1 | wf_01332151-8dd#a70a1ddcae7fc4e88#findings#3				wf_01332151-8dd	Transaction.java	784	706	`@Deprecated(forRemoval = true)` is applied to the abstract `sign(SequencedCollection<Signer>)`, which implementors cannot stop implementing; honoring the removal later silently rebinds `signInOrder(SequencedCollection)`'s body from positional to by-key signing rather than failing to compile.	Two concrete failures. (a) Today: a third-party implementor sees `[removal] sign(SequencedCollection<Signer>) in Transaction has been deprecated and marked for removal`, deletes the override as instructed, and gets `error: MyTx is not abstract and does not override abstract method sign(SequencedCollection<Signer>)`. There is no way to comply — the warning is unactionable, and MIGRATION.md's closing paragraph ("New instance methods have defaults, so existing Transaction implementations do not need additional method overrides") addresses only the additions and never mentions the deprecated abstract method they are forced to keep. (b) At the promised removal: line 846's unchanged body `sign(signers)` still compiles, because `SequencedCollection<Signer>` is a `Collection<Signer>`, and silently retargets to the by-key `sign(Collection)`. I verified this — with the `SequencedCollection` overload deleted, javac emits `invokeinterface sign:(Ljava/util/Collection;)V` with no error and no warning. `signInOrder` would then sign by public key while its javadoc at 838-843 still promises "the first signer writes the first signature slot regardless of its public key". Notably, the sibling bodies at 851/856/861/866/871 would all fail to compile on removal, so this is the one entry point whose breakage is silent.	Eight of the nine new `signInOrder*` methods are implemented by calling the very methods this commit marks `forRemoval`, so the deprecation cannot be honoured by deletion.	A future maintainer executes the removal the annotations promise and deletes the nine deprecated members. Every `signInOrder*` replacement loses its body simultaneously: the static at line 706 calls the deprecated static `sign(signers, out, msgOffset, msgLen, sigOffset)` (deprecated at 648), line 717 calls deprecated `sign(signers, out)` (663), and the instance defaults at 846, 851, 856, 861, 866 and 871 call the deprecated `sign(SequencedCollection)` (783), `signAndBase64Encode(SequencedCollection)` (790), `sign(byte[],SequencedCollection)` (800), `sign(String,SequencedCollection)` (810) and the two `signAndBase64Encode(hash, ...)` overloads (821, 832). The 846 case is the sharpest: `signInOrder(SequencedCollection)` delegates to the deprecated *abstract* `sign(SequencedCollection)`, which is the only hook any implementation provides — removing it leaves the replacement with no implementation to reach and turns a deletion into a re-plumbing of `BaseTransaction` and every third-party implementor. MIGRATION.md's closing claim that 'New instance methods have defaults, so existing `Transaction` implementations do not need additional method overrides' is true only for as long as the deprecated abstract method survives, which the annotation says it will not.
wf_d3d5fc1b-5c0#a6b39484a516b69ae#findings#0 | wf_d3d5fc1b-5c0#a482ef11724ccdf94#findings#4				wf_d3d5fc1b-5c0	JsonUtil.java	74	31	Switching the decoder from the shared `RpcEncoding` to a private `DataEncoding` copy drops the compile-time guarantee that sava can decode every encoding it can request; a future request encoding now silently decodes to an empty byte array instead of failing the build.	Add a fourth constant to `RpcEncoding` (e.g. `base64_lz4("base64+lz4")`, or any future Solana encoding) and its `PARSER` arm, then call `ProgramAccountsRequest.build().encoding(RpcEncoding.base64_lz4)...`. The client emits `"encoding":"base64+lz4"` (ProgramAccountsRequestRecord.java:44), the node replies `["<payload>","base64+lz4"]`, `DATA_ENCODING_PARSER` falls through to `return null` (JsonUtil.java:39), and `case null -> new byte[0]` (JsonUtil.java:78) hands every `AccountInfo.data()` an empty array — no exception, and unlike the non-array fallback at line 85 not even a WARNING log. Before this commit the identical change did not compile: `switch (encoding)` at old line 58 was an exhaustive enum switch expression over `RpcEncoding` with no `default`, so adding a constant produced a compile error in JsonUtil that forced the decoder to be updated in lockstep.	`DATA_ENCODING_PARSER` duplicates `RpcEncoding.PARSER`'s wire-name matching, leaving two independent copies of the same table and no production caller for the public `RpcEncoding.parseEncoding`.	sava-rpc later adds a request encoding to `RpcEncoding` (the enum's own javadoc discusses which wire encodings belong there, so this is an expected kind of change) and wires it into `RpcEncoding.PARSER`. `DATA_ENCODING_PARSER` is a separate private copy and is not updated, so a node response whose data array carries that encoding falls to `return null` at JsonUtil.java:39, then to `case null -> new byte[0]` at line 78. `parseEncodedData` returns an empty account payload instead of the decoded data and instead of an error - the caller sees a zero-length account rather than a decode failure. RpcEncodingTests only exercises the request enum, so nothing in the suite would notice.
wf_77650a4c-eec#a313b2161956eaba6#findings#0 | wf_77650a4c-eec#a4e287a1b2b197430#findings#1				wf_77650a4c-eec	README.md	391	382	The two re-derived `Transaction.createTx` acceptances rest on the premise that only the compacted front of `sortedAccounts` is observable, but `createTx` is a public static that compacts a caller-supplied array in place, so both accepted mutants are caller-visible.	Caller invokes the public `Transaction.createTx(List<Instruction>, int, AccountMeta[] sortedAccounts, LookupTableAccountMeta[])` (Transaction.java:435-438) with `sortedAccounts = {payer, lookupA, lookupB, program}` and two lookup tables. The loop reaches i=3 (the invoked program) with numIncludedAccounts=1, so len=2. Unmutated, the arraycopy at Transaction.java:488 shifts lookupA/lookupB up and the front assignment yields `{payer, program, lookupA, lookupB}`. Under the accepted `VoidMethodCallMutator` (row `Transaction,createTx,VoidMethodCallMutator,SURVIVED # redundant work # line 488`) the copy is removed, so `sortedAccounts[1] = program` destroys lookupA and slot 3 still holds program: the caller's array becomes `{payer, program, lookupB, program}` — one entry lost, one duplicated. Under the accepted `RemoveConditionalMutator_EQUAL_IF` (row `# displacement boundary # line 485`, forcing the `len == 1` swap arm) the array becomes `{payer, program, lookupB, lookupA}` — the lookup group's relative order is inverted. In both cases the serialized transaction is indeed unchanged, which is exactly why no existing test notices, and the README's claim that the mutants are equivalent is false for every external caller.	The newly written `# displacement boundary` bullet for `Transaction,createTx,RemoveConditionalMutator_EQUAL_IF` asserts a "consumed-tail invariant" that does not hold, because the tail it permutes belongs to the caller's array.	Same public entry point and same input as finding 1. Forcing the `len == 1` arm true for len=2 executes `sortedAccounts[3] = sortedAccounts[1]` then `sortedAccounts[1] = program`, leaving the caller's array `{feePayer, program, lookupB, lookupA}` where real code leaves `{feePayer, program, lookupA, lookupB}`. The lookup-loaded group's relative order — which is what a caller correlating its own array against `lookupTableAccounts()` or a table's write/read index order relies on — silently changes. The serialized transaction is indeed unchanged, but the accepted argument's stated reason ("only the compacted front is read from `sortedAccounts` afterwards") is false, so the row is accepted on a premise the code does not support.
