id	workflow	list_key	file	line	severity	category	text	scenario
wf_77650a4c-eec#a4e287a1b2b197430#findings#2	wf_77650a4c-eec	findings	sava-core/src/main/java/software/sava/core/tx/Instruction.java	15	medium	doc-inaccuracy	The commit newly declares an array-retention contract for `createInstruction` at one declaration only, without the `CONVENTIONS.md` index entry the repo states exists for exactly this family, and without covering the three sibling factories that retain the same array.	A caller writes `var ix = Instruction.createInstruction(programId, keys, buffer);` using the three-argument overload (Instruction.java:24-28, the shape every program binding uses), then reuses `buffer` to build the next instruction. The first instruction now serializes the second's bytes. Consulting CONVENTIONS.md's "Byte-array ownership" section (lines 64-69) to check reinforces the mistake: it names `PublicKey.createPubKey(bytes)` and `Discriminator.createDiscriminator(bytes)` as the retaining factories and says "The ranged discriminator factories copy", so a reader concludes `createInstruction` copies. The new javadoc that would have corrected them sits only on the five-argument `AccountMeta` overload, which that caller never reads.
wf_77650a4c-eec#a4e287a1b2b197430#findings#3	wf_77650a4c-eec	findings	sava-core/config/pitest/tx-accepted.csv	18	medium	process	The commit's own new prose states that this row is not a `# short circuit already returned` row, yet leaves that family label on it — and its structural twin in `TxBuilder` is filed under the family the prose actually describes.	A maintainer changes the `priorityFeeLamports == 0` fast return in `TransactionRecord.priorityFeeLamportsToComputeUnitPrice` and greps the CSV label `# short circuit already returned` to re-check the acceptance. The README paragraph that label points at (lines 494-500) argues "each negative-price/fee guard differs from `<= 0` only at zero, already handled by the preceding fast return" — which is about the two `ConditionalsBoundaryMutator` rows, not this one — and the very next bullet disclaims the label. Meanwhile the identically-shaped mutant on the same compound fast return in `TxBuilder` (CSV line 28, `# redundant guard operand`) is documented in a different section, so the two rows cannot be triaged together and a change that invalidates one will look like it only touches the other.
wf_77650a4c-eec#a4e287a1b2b197430#findings#4	wf_77650a4c-eec	findings	sava-rpc/src/test/java/software/sava/rpc/json/http/client/SignedTransactionRpcRequestTests.java	21	low	doc-inaccuracy	The rewritten class doc's "Most expected payloads use the corresponding core signing helper" is false for the class as it stands, and it presents the foreign-key case as the sole exception when six tests are a second, larger exception.	Counting the class as it now stands: 11 tests produce 12 registered payloads. Four use a core signing helper (`signAndBase64Encode` at lines 80 and 90, `signInOrderAndBase64Encode` at 102 and 115); two come from the explicit-slot oracle at line 132; six simulate tests (lines 150, 161, 177, 188, 199, 211) build their expectation with `base64EncodeToString` and never sign at all. So a minority — 4 of 12 — use a signing helper, and the "foreign-key case" is not the only departure. A maintainer adding a twelfth test reads the doc as licence to mirror a signing helper and gets the wrong oracle for a simulate overload.
wf_77650a4c-eec#a4232bf8e8f11daa2#findings#0	wf_77650a4c-eec	findings	sava-core/config/pitest/README.md	391	medium	correctness	The re-derived `# redundant work` acceptance (and the `# displacement boundary` EQUAL_IF twin at line 382) rests on "only the compacted front is read from `sortedAccounts` afterwards", which is true of sava's internals but not of the public API's caller-owned array, so both mutants are observable and therefore killable rather than equivalent.	Call the published `Transaction.createTx(List, int, AccountMeta[], LookupTableAccountMeta[])` with sortedAccounts = [feePayer(signer), lookupA, lookupB, program(invoked)] and two table metas that resolve lookupA and lookupB. Unmutated, the in-place compaction leaves the caller's array as [feePayer, program, lookupA, lookupB]. Under the accepted `VoidMethodCallMutator` row (Transaction.java:488, the `System.arraycopy`) it leaves [feePayer, program, lookupB, program] — lookupA is silently dropped and program is duplicated. Under the accepted `RemoveConditionalMutator_EQUAL_IF` row (Transaction.java:485) the len>1 case degenerates to a swap and the tail order changes. Both produce a byte-identical transaction, which is why the README calls them equivalent, but a caller that reuses its own array after the call (the natural reading of an in-place compaction) reads corrupted data. Per AGENTS.md this makes them killable mutants with an externally intended property, not accepted equivalences.
wf_77650a4c-eec#a4232bf8e8f11daa2#findings#1	wf_77650a4c-eec	findings	sava-core/config/pitest/README.md	205	medium	doc-inaccuracy	The meta suite's `# merge redundant` bullet names "the `accountMeta.write()` ternaries" for four cited lines, but at two of those lines the mutated conditional is `accountMeta.signer()` and `accountMeta.invoked()` respectively — the same wrong-construct-at-a-cited-line defect R1 was raised for.	A maintainer re-validating the `# merge redundant` family opens AccountMetaReadOnlySigner.java:22 expecting `accountMeta.write()` and finds `? accountMeta.signer() ? accountMeta : new AccountMetaSignerWriter(publicKey)`; the `write()` ternary is line 21, whose EQUAL_ELSE is NOT accepted (it would return `this` and silently drop the write privilege, so it is killed). Likewise AccountMetaInvoked.java:19 is `accountMeta.invoked() ? accountMeta : new AccountMetaInvokedAndWrite(publicKey)`; its `write()` check is the `if` at line 18. The reviewer is told a killed sibling is the accepted one, which is exactly the sibling-confusion the file warns about at line 68.
wf_77650a4c-eec#a4232bf8e8f11daa2#findings#2	wf_77650a4c-eec	findings	sava-core/config/pitest/README.md	667	medium	doc-inaccuracy	The audited-timeout per-suite headers give member counts (`ed25519` 3, `vanity` 4) that contradict both the timeouts CSVs (4 and 5) and the file's own tally eight paragraphs earlier at line 633.	The file states at line 626-627 that "a mutant timing out that is *not* on this list is something a reviewer stops on", so the section is used as the authoritative member list. A reviewer sizing the ed25519 set from the header reads 3 and then counts four bullets and four rows in ed25519-timeouts.csv; sizing vanity from its header reads 4 while vanity-timeouts.csv holds five members. The vanity header is stale specifically because `SubsequenceRecord.formatCharOptions` was restored on 2026-08-10 (README.md:640-649) after the 2026-08-08 cut the header describes, and line 747 still says it "was retired" without noting the restore.
wf_77650a4c-eec#a4232bf8e8f11daa2#findings#3	wf_77650a4c-eec	findings	sava-core/config/pitest/README.md	44	low	doc-inaccuracy	The seeded-debt section asserts in the present tense that "Those 413 rows are debt made explicit", but only 356 rows across those five suites carry `# untriaged` today, and two of the table's per-suite figures no longer describe their CSVs.	A maintainer auditing untriaged debt before the release totals the table (199+45+56+50+63 = 413) and expects 413 `# untriaged` rows; `grep -c '# untriaged'` across accounts/sysvar/pbkdf/primitives/vanity returns 356. Reconciling the 57-row gap they find no explanation in the file: accounts-accepted.csv holds 161 rows (28 SURVIVED / 133 NO_COVERAGE, 157 of them `# untriaged`) against the table's "199 (44 SURVIVED, 155 NO_COVERAGE)", and primitives-accepted.csv holds 35 rows against the table's "50 (all NO_COVERAGE)". This is the same documented-count-vs-CSV mismatch R1 named, in the one section of the file that quantifies outstanding debt.
wf_77650a4c-eec#a4232bf8e8f11daa2#findings#4	wf_77650a4c-eec	findings	sava-core/config/pitest/README.md	199	low	doc-inaccuracy	The meta section counts sibling rows as "keys" for two families, contradicting the file's own rows-vs-line-less-keys distinction and inviting exactly the dedupe the file forbids.	README.md:68 warns "Identical rows are sibling mutants — never dedupe this file" and README.md:173 models the correct wording ("18 sibling rows across 4 line-less keys"). A maintainer told `# merge redundant` is "6 keys" and `# hashcode arithmetic` is "5 keys" who then checks meta-accepted.csv finds 6 rows across only 3 distinct line-less keys (AccountMetaWrite.merge x3, AccountMetaReadOnlySigner.merge x2, AccountMetaInvoked.merge x1) and 5 rows across only 4 keys (AccountMetaInvokedAndWrite.hashCode appears twice, at lines 35 and 36). Reading the counts as key counts makes the duplicate rows look like a baseline error and invites collapsing them — the regression the multiset comparison was introduced to prevent.
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#0	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	266	high	doc-inaccuracy	The single-table overload performs the identical in-place compaction of the caller's array but is undocumented, and the newly documented overload delegates to it for exactly one lookup table.	A consumer reads the new warning on the LookupTableAccountMeta[] overload, concludes the sibling is safe, and writes:    var sorted = TransactionRecord.sortV0Accounts(merged);   // canonical v0 order   var v0 = Transaction.createTx(ix, len, sorted, table);    // silently permutes `sorted`   var legacyTwin = Transaction.createTx(ix, len, sorted);   // now non-canonical  With sorted = {payer(signer,write), writeY(write, not in table), writeX(write, in table), program(invoked, readonly)}, the first call leaves sorted = {payer, writeY, program, writeX}. The legacy build at line 176 writes accounts in array order and derives the header from flags: numRequiredSignatures=1, numReadonlySignedAccounts=0, numReadonlyUnsignedAccounts=1. The runtime derives writability from position, so indices 1..2 (writeY and `program`) are treated as writable and index 3 (writeX) as readonly — the program id is granted write access and the account the instruction actually needs to write is readonly. The transaction is rejected or executes with the wrong permissions. The same permutation also breaks any Arrays.binarySearch/parallel-index structure the caller kept over `sorted`.
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	435	medium	doc-inaccuracy	The new `///` block sits below the commented-out deprecation lines, so uncommenting them — the stated in-file TODO — silently drops the entire block from the generated javadoc.	The file's TODO reads "deprecate once v1 transactions are active on mainnet". When a maintainer actions it and uncomments lines 433-434, the source becomes `/// @deprecated ...` / `@Deprecated` / `/// With one or more lookup tables, ...` / `static Transaction createTx(...)`. javac 25 with -Xlint:all then reports `warning: [dangling-doc-comments] documentation comment is not attached to any declaration` pointing at the NEW block, and only the `@deprecated` line binds to the method. The build still succeeds, so the in-place-mutation warning disappears from the published javadoc for 25.12.0+ with nothing but a lint warning to notice it — exactly when the deprecation makes consumers more likely to be reading the doc.
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	438	medium	doc-inaccuracy	The zero-table clause is literally true but presents a destructive path as a benign rebuild: it discards the caller's fee-payer designation and every account not referenced by an instruction, and downgrades the result to a legacy message.	A caller resolves lookup tables at runtime and gets none back, so tableAccountMetas is a zero-length array (e.g. from LookupTableAccountMeta.createMetas(emptyCollection)). They call Transaction.createTx(List.of(memoIx), len, sortV0Accounts(merged), metas) where `merged` was built with a separate fee payer via AccountMeta.createFeePayer(payer) that no instruction references. Line 445 dispatches to createTx(instructions), which is createTx((AccountMeta) null, instructions) — mergeAccounts is called with a null fee payer (TransactionRecord.java:94-96), so the payer is never merged in. The returned transaction omits the payer from the account list entirely, numRequiredSignatures is 0, sigLen is 1, and TransactionRecord.feePayer is null. The caller ships an unsignable transaction with no signature slot, or NPEs on tx.feePayer(). The doc's "rebuilds from instructions" gives no hint that the account set shrinks. The Map-taking sibling at line 421 does not have this behaviour: with an empty array it calls createTx(instructions, serializedInstructionLength, sortLegacyAccounts(mergedAccounts)) and keeps every merged account including the fee payer.
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	443	low	correctness	`tableAccountMetas` is dereferenced without a null check while every sibling overload treats null as "no lookup tables", and the new doc's "With no lookup tables" phrasing invites passing null.	Transaction.createTx(instructions, len, sortedAccounts, (LookupTableAccountMeta[]) null) throws NullPointerException at line 443 instead of building a transaction. A caller who reads the new sentence "With no lookup tables, rebuilds from instructions..." and passes the null they got back from a table resolver gets an NPE, even though createTx(List, int, Map, LookupTableAccountMeta[]) at line 421 and createTx(AccountMeta, List, AddressLookupTable, LookupTableAccountMeta[]) at line 97 both explicitly accept null and route to the no-table path.
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#4	wf_82d378e6-c04	findings	CONVENTIONS.md	64	low	process	A newly documented non-guessable behaviour — createTx reordering the caller's AccountMeta[] in place — was not added to the file whose stated purpose is to make that family visible in one place.	CONVENTIONS.md's "Byte-array ownership" section already covers the neighbouring hazard (`PublicKey.createPubKey(bytes)` retaining its input, callers passing `bytes.clone()`), so a consumer auditing 25.11.0 for array-ownership surprises reads that section, sees only byte[] retention, and misses that two public createTx overloads permute an AccountMeta[] they were handed. The repo's own contract says these behaviours are "documented at the declaration too; this file exists so the family is visible in one place" — the declaration half was done in this delta and the index half was not, so the file is now silently incomplete for exactly the release that introduces the documentation.
wf_82d378e6-c04#a3efb6ffccb75787b#findings#0	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	266	medium	incomplete-fix	The sibling public overload `createTx(List, int, AccountMeta[], AddressLookupTable)` mutates the caller's array identically but received none of the new javadoc, so the delta documents only one of the two array-mutating entry points.	A consumer reads the new warning on the `LookupTableAccountMeta[]` overload (Transaction.java:435-438), learns to clone, and then uses the single-table overload, which carries no warning: `final var accounts = skeleton.parseAccounts(); final var txA = Transaction.createTx(ixs, len, accounts, tableA); final var txB = Transaction.createTx(ixs, len, accounts, tableB);`. The first call permutes `accounts` into [message accounts][tableA-loaded accounts]. The second call classifies against tableB, so a writable account that tableA loaded but tableB does not is now positioned in the front group *after* readonly accounts. `numReadonlyUnsignedAccounts` (Transaction.java:296-297) still counts it as writable, but the message header's readonly-suffix contract is keyed to position, so `txB` grants write privilege to the wrong index. No exception is thrown; the transaction is only rejected or mis-privileged on-chain.
wf_82d378e6-c04#a3efb6ffccb75787b#findings#1	wf_82d378e6-c04	findings	CONVENTIONS.md	9	medium	doc-inaccuracy	CONVENTIONS.md claims to be the one place this family of surprises is visible, but has no entry for the createTx caller-array mutation nor for the two earlier declaration-only surprises added in this same review chain.	A contributor follows AGENTS.md:463 ("`CONVENTIONS.md` lists the ones that have already caught people") before writing assertions against `Transaction.createTx`, `Instruction.extraAccounts` or `Instruction.createInstruction`. The file says nothing about any of them, so the contributor writes the reasonable assertion - reusing a sorted array across two createTx calls, or asserting `extraAccounts(List.of((AccountMeta) null))` appends a null - and it fails, which is precisely the failure mode the file's own preamble says it exists to prevent ("several of these were found by writing the *reasonable* assertion and watching it fail").
wf_82d378e6-c04#a3efb6ffccb75787b#findings#2	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	437	medium	doc-inaccuracy	The new javadoc is the first prose ever written about this `sortedAccounts` parameter and omits its one safety-critical precondition - that the array must already be in canonical v0 order - while the only sorter that produces that order is package-private and unreachable by consumers.	`Transaction.createTx(List.of(ix), ix.serializedLength(), new AccountMeta[]{AccountMeta.createRead(a), AccountMeta.createFeePayer(p)}, tableMetas)` returns a transaction with keys `[a, p]`, `numRequiredSignatures = 1`, `numReadonlySignedAccounts = 0`, `numReadonlyUnsignedAccounts = 1`. The Solana message contract makes the first `numRequiredSignatures` keys the signers, so the runtime treats `a` - a readonly non-signer - as the fee payer and signer, and `p` as a readonly unsigned account. No exception is thrown at build time or sign time; the transaction is simply wrong. The javadoc's "Pass a clone to preserve the input array's order" actively encourages a caller to supply their own array ordering.
wf_82d378e6-c04#a3efb6ffccb75787b#findings#3	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	443	low	correctness	The new sentence "With no lookup tables, rebuilds from `instructions`" invites passing `null` for `tableAccountMetas` - which every sibling overload accepts as "no tables" - but this overload dereferences it unguarded and throws NullPointerException.	`Transaction.createTx(instructions, len, sortedAccounts, (LookupTableAccountMeta[]) null)` throws NullPointerException at Transaction.java:443, whereas the adjacent `Transaction.createTx(instructions, len, mergedAccountsMap, (LookupTableAccountMeta[]) null)` returns a legacy transaction. A consumer migrating from the Map overload to the array overload - the migration the new javadoc is written to support - gets a crash where the doc promised a legacy rebuild.
wf_82d378e6-c04#a101acdbb64eb4236#findings#0	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	266	high	incomplete-fix	The sibling single-table overload `createTx(List, int, AccountMeta[], AddressLookupTable)` compacts the caller's `sortedAccounts` in place exactly as the newly documented overload, but carries no javadoc — and the documented overload delegates to it for the one-table case.	A consumer builds one v0-sorted array `[payer, W1, W2, P(invoked,read), R1(read)]` and reuses it for two transactions. Call 1: `createTx(ixs, len, sorted, tableA)` where tableA holds W2 — the loop at 298-306 leaves the array as `[payer, W1, P, R1, W2]`. Call 2: `createTx(ixs, len, sorted, tableB)` where tableB holds R1 instead — the loop now walks the already-permuted array and produces an included front of `[payer, W1, P, W2]` with `numReadonlyUnsignedAccounts = 1`. The runtime reads the header as "the last unsigned account is readonly", so W2 (a real writable account) is serialized readonly and P (a program account) is serialized writable. The transaction serializes without error and mis-privileges accounts. Nothing at the declaration warns the caller; the documented sibling at line 439 says "Pass a clone to preserve the input array's order" and this one says nothing.
wf_82d378e6-c04#a101acdbb64eb4236#findings#1	wf_82d378e6-c04	findings	sava-core/config/pitest/README.md	472	medium	doc-inaccuracy	The surviving `# array identity only` acceptance justifies itself with a false statement — "`instructions` is a local that is never published" — when both arms return that very array to the caller; it is the same unobservability shape this delta just retracted.	A reviewer re-reading this acceptance under the new caller-visible standard checks the stated reason against TransactionSkeletonImpl.java:404-406 (`return d == numInstructions ? instructions : Arrays.copyOfRange(instructions, 0, d)`) and finds the local is published — it is the method's return value, handed to the caller. The written reason therefore does not support the acceptance, and the next reviewer either re-opens a settled row or, worse, reuses the phrase "a local that is never published" for a case where the array really is aliased. The conclusion happens to survive for a different reason the file does not state.
wf_82d378e6-c04#a101acdbb64eb4236#findings#2	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	435	medium	incomplete-fix	The new javadoc enumerates the method's mutation of `sortedAccounts` but omits that it also mutates the caller's `LookupTableAccountMeta` objects — and does so only when two or more tables are passed.	A caller holds `final var metas = LookupTableAccountMeta.createMetas(tables)` and passes it to `createTx`. With two or more tables the method calls `reset()` on every element (450-451) and then accumulates accounts into them via `addAccountIfExists` (479); with exactly one table it takes `tableAccountMetas[0].lookupTable()` (447) and leaves the metas untouched. So a caller who builds two transactions from the same `metas` array on two threads gets interleaved `reset()`/`addAccountIfExists` and two transactions whose lookup sections index the wrong accounts, while a caller who pre-populates metas and passes exactly one sees them survive — opposite behaviours from one signature, neither documented. The retired acceptance's own reasoning leans on this mutation ("the table metas already captured those lookup accounts").
wf_82d378e6-c04#a101acdbb64eb4236#findings#3	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	438	medium	doc-inaccuracy	The new zero-table sentence is true but stops short of the consequence that matters: because the fee-payer designation exists only in `sortedAccounts`, ignoring that array discards it, and the resulting transaction has a null fee payer and an arbitrary account 0.	A caller resolves lookup tables, finds none, and calls `createTx(ixs, len, sortV0Accounts(mergeAccounts(AccountMeta.createFeePayer(payer), map, ixs)), new LookupTableAccountMeta[0])`. Line 444-445 routes to `createTx(instructions)` -> `createTx((AccountMeta) null, instructions)` -> `mergeAccounts(null, ...)`, so no meta with `feePayer() == true` reaches the sort. `LEGACY_META_COMPARATOR` (TransactionRecord.java:30-44) then returns 0 for any two equal-privilege metas, leaving account 0 to whichever writable signer HashMap iteration order happens to yield, and `TransactionRecord.feePayer()` is null. If the payer signs no instruction it is absent from the message entirely and the transaction cannot be paid. The javadoc's "rebuilds from `instructions`" reads as a benign fallback.
wf_82d378e6-c04#a101acdbb64eb4236#findings#4	wf_82d378e6-c04	findings	CONVENTIONS.md	64	low	process	The newly documented caller-array mutation was not added to CONVENTIONS.md, which the repo declares to be the one place this family is visible and which already carries a "Byte-array ownership" section for exactly this kind of retained/shared-array surprise.	A contributor follows CONVENTIONS.md's own instruction — "Read this before writing assertions against an API you have not used here" — before calling `Transaction.createTx(ixs, len, sortedAccounts, tables)`. The file lists `PublicKey.createPubKey` retention and `toByteArray()` sharing but says nothing about `createTx` reordering the array they passed, so they reuse the array and hit the header/privilege corruption described in finding 1. CONVENTIONS.md:8-9 states the contract this misses: "Where a convention is surprising it is documented at the declaration too; this file exists so the family is visible in one place."
wf_82d378e6-c04#a676e2a7da0603a63#findings#0	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	266	medium	incomplete-fix	The sibling public overload `createTx(List, int, AccountMeta[], AddressLookupTable)` compacts the caller's array in place exactly as the newly documented overload does, but the delta leaves it with no javadoc at all.	A consumer builds `sortedAccounts` once and calls `Transaction.createTx(instructions, len, sortedAccounts, lookupTable)` (line 266) for a single table. The loop at lines 298-306 rotates included accounts to the front, so `sortedAccounts` comes back reordered. Reading only the declarations, the consumer sees the warning on the four-table overload (lines 435-438) and nothing on this one, concludes this overload is safe, and reuses the array — for a second `createTx` call, or to resolve `sortedAccounts[i]` by an index computed before the call — and silently gets the wrong account.
wf_82d378e6-c04#a676e2a7da0603a63#findings#1	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	436	medium	doc-inaccuracy	The new javadoc states one uniform post-condition for "one or more lookup tables", but the tail's meaning differs between the two delegated paths: with one table the tail position IS the loaded-address index, with two or more it is not.	With two tables, the caller reads "accounts included in the message come first, followed by lookup-loaded accounts ... relative order preserved" and takes `sortedAccounts[numIncluded + k]` to be the k-th loaded address of the message. For the delta's own fixture the array tail is `[lookupA, lookupB]` while the wire indexes are lookupB=2 and lookupA=3, so every such mapping is inverted. The same inference is correct under the one-table delegation, which is what makes it a trap.
wf_82d378e6-c04#a676e2a7da0603a63#findings#2	wf_82d378e6-c04	findings	sava-core/src/test/java/software/sava/core/tx/TransactionFactoryTests.java	454	medium	test-power-loss	The test pins only the `numLookupTables >= 2` half of the contract the javadoc states for "one or more lookup tables"; the `numLookupTables == 1` delegation has no test that observes the caller's array.	Change the single-table overload (Transaction.java:298-306) to partition into a fresh array instead of compacting in place — e.g. while cleaning up the deprecated factories before 25.11.0. The serialized bytes are unchanged, so every existing assertion stays green, yet "Pass a clone to preserve the input array's order" at Transaction.java:437 is now false for one table and a consumer who took the javadoc at its word and cloned is doing dead work while one who relied on in-place compaction to read the resulting order is broken.
wf_82d378e6-c04#a676e2a7da0603a63#findings#3	wf_82d378e6-c04	findings	CONVENTIONS.md	64	low	process	A newly documented caller-visible array-ownership surprise was added at the declaration but not to CONVENTIONS.md, the file whose stated purpose is to make that family visible in one place.	A consumer follows the file's own instruction ("Read this before writing assertions against an API you have not used here") and reads the `## Byte-array ownership` section. It tells them which factories retain an input array and that they can pass `bytes.clone()`. It says nothing about a factory that reorders an input array. They call the four-arg `createTx` with a reused `sortedAccounts`, reuse it afterward, and get the wrong account order — the exact behavior the delta just documented and that uses the same `clone()` remedy the section already teaches.
wf_82d378e6-c04#a0126e6bfdab0dac6#findings#0	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	266	medium	incomplete-fix	Only one of the two public array-taking createTx overloads got the new in-place-mutation javadoc; the AddressLookupTable overload compacts the caller's array identically and is still undocumented — and it is the code path the documented overload's own one-table promise is delegated to.	A consumer holds its own sorted AccountMeta[] and calls Transaction.createTx(instructions, serializedInstructionLength, sorted, lookupTable) (the AddressLookupTable overload at line 266). Lines 273-320 permute `sorted` in place exactly as the documented overload does — message accounts to the front, lookup accounts to the tail. The caller then reuses `sorted` (for a second transaction, or to map account index -> meta) and gets the permuted array: with input [payer, lookupA, lookupB, program] the array is [payer, program, lookupA, lookupB] on return, so index-based lookups and any second createTx call read the wrong accounts. Nothing at the declaration warns them. The same consumer reading the newly documented 4-arg overload is told 'With one or more lookup tables, compacts sortedAccounts in place' — but the one-table case is delivered by line 447 delegating to this undocumented sibling, so the documented sentence is realized by a method whose own signature carries no such notice.
wf_82d378e6-c04#a0126e6bfdab0dac6#findings#1	wf_82d378e6-c04	findings	CONVENTIONS.md	64	low	incomplete-fix	CONVENTIONS.md's array-ownership family was not extended with the newly documented caller-array mutation, so the file's stated guarantee that the family is 'visible in one place' no longer holds for the behaviour this delta just established as a published contract.	A consumer following the repo's own stated navigation reads CONVENTIONS.md's 'Byte-array ownership' section to learn which sava APIs take ownership of caller-supplied arrays. It tells them createPubKey/createDiscriminator retain their input and that they can pass bytes.clone(). It says nothing about Transaction.createTx permuting a caller-supplied AccountMeta[] in place. They conclude no other array-ownership hazard exists, pass their own sorted array to createTx, reuse it, and get the permutation described in the finding above. The file's premise — that it exists so the family is visible in one place — is what makes the omission actively misleading rather than merely incomplete.
wf_82d378e6-c04#a0126e6bfdab0dac6#findings#2	wf_82d378e6-c04	findings	sava-core/config/pitest/README.md	338	low	doc-inaccuracy	The 'Result-identical routing' preamble still forward-references an InstructionRecord 'exception' as though a live acceptance exists; the section deletion changed what 'below' points at, and no InstructionRecord row remains in any baseline.	A maintainer auditing the `# result identical routing` family before 25.11.0 reads line 336-338 — 'two branches retain this equivalence argument after the 2026-09-05 review. The singleton-null exception in InstructionRecord is documented separately below' — and goes looking for the InstructionRecord row that this exception qualifies. There is none: tx-accepted.csv carries zero InstructionRecord rows, and 'below' now lands in '### Retired compatibility acceptances', a record of rows that no longer exist. The sentence reads as pointing at live debt and costs a cross-check every time the family is reviewed; worse, it invites re-adding an acceptance for a mutant that is now killed.
wf_82d378e6-c04#a3f92776d639e4d5d#findings#0	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	266	medium	incomplete-fix	The javadoc documents the in-place caller-array mutation on only one of the two public createTx overloads that perform it; the sibling AddressLookupTable overload runs the identical compaction and stays silent, and the documented overload delegates to it.	A consumer builds `sorted = TransactionRecord.sortV0Accounts(map)` and calls `Transaction.createTx(ixs, len, sorted, table)` (the single-AddressLookupTable overload). Lines 298-306 compact `sorted` in place, so it returns partitioned as {message accounts..., lookup accounts...} and is no longer in VO_META_COMPARATOR order. The consumer, having read no warning on that overload, reuses `sorted` for a second call with a different lookup table that does not carry those accounts. The previously-skipped writable accounts are now included, producing a wire account list ordered payer(write,signer), program(readonly), lookupA(write), lookupB(write) with numReadonlyUnsignedAccounts=1 - so the runtime reads the last non-signer as the readonly one and grants the program account write privilege while stripping it from a writable account.
wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	wf_82d378e6-c04	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	438	medium	doc-inaccuracy	The new zero-table sentence describes that branch as a neutral rebuild, omitting that it silently downgrades the result from versioned/v0 to legacy format and discards the fee-payer designation carried only by sortedAccounts.	A caller with a v0 pipeline holds `sortedAccounts` containing `AccountMeta.createFeePayer(payer)` for a payer that only pays and appears in no instruction, plus an empty `LookupTableAccountMeta[]` because no ALT applied this time. Line 444 routes to `createTx(instructions)`, which at line 64 passes a null AccountMeta to line 47, so `TransactionRecord.mergeAccounts(null, ...)` (TransactionRecord.java:94-96) never puts the payer into the map. The returned transaction is legacy-format (sortLegacyAccounts + MSG_HEADER_LENGTH at line 206, no VERSIONED_BIT_MASK) and omits the payer entirely: `tx.feePayer()` is null, numRequiredSignatures is one lower than the caller expects, and signature slot 0 belongs to a different account. Nothing in the javadoc predicts either the format change or the dropped payer.
wf_82d378e6-c04#a3f92776d639e4d5d#findings#2	wf_82d378e6-c04	findings	CONVENTIONS.md	64	low	process	CONVENTIONS.md's "Byte-array ownership" section is the repo's stated one-place index for exactly this caller-array-ownership family, and the delta added a new member of it without indexing it there.	A contributor follows CONVENTIONS.md's own promise at lines 8-9 ("Where a convention is surprising it is documented at the declaration too; this file exists so the family is visible in one place") to learn which sava APIs take ownership of a caller's array. They find `PublicKey.createPubKey`, `Discriminator.createDiscriminator` and `toByteArray`, conclude the family is complete, and write a builder that reuses one `AccountMeta[]` across several `createTx` calls - the exact hazard the new javadoc was written to prevent, and the exact remedy ("pass a clone") that section already teaches for the byte-array cases.
wf_82d378e6-c04#a3f92776d639e4d5d#findings#3	wf_82d378e6-c04	findings	sava-core/config/pitest/README.md	338	low	doc-inaccuracy	The Result-identical routing preamble still advertises a live "singleton-null exception in InstructionRecord" to look for, but the delta deleted that row from the baseline entirely.	A reviewer auditing tx-accepted.csv against README.md reads line 336-338, which introduces the `# result identical routing` family as covering "two branches" plus a separately documented exception in `InstructionRecord`. They grep the CSV for an `InstructionRecord` row to find that exception and get nothing - there is no `InstructionRecord` row of any label left in any accepted CSV in the repo. The pointer now lands, 60 lines later, in a section headed "Retired compatibility acceptances", which records the opposite of what the preamble implies.
